Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.80310133616892, 144.909426070756",21685.0,,5309,,Sims Street between Dynon Road and Footscray Road,20201223122248.0
"-37.80341004403839, 144.96045205239497",20458.0,,10545,,Leicester Street between Queensberry Street and Pelham Street,20201208140924.0
"-37.7920710361022, 144.92619204346963",23006.0,,18916,,Hopetoun Street between Epsom Road and McCracken Street,20201208141836.0
"-37.813977327443936, 144.95474678577534",20194.0,4450E,9593,,King Street between Lonsdale Street and Little Lonsdale Street,20201208140823.0
"-37.80124399852279, 144.96533886926335",20512.0,,11566,,Cardigan Street between Argyle Place North and Grattan Street,20201208141044.0
"-37.81258774147032, 144.95730676722664",20044.0,3500N,10004,,Little Lonsdale Street between Queen Street and William Street,20201208140846.0
"-37.83080700412956, 144.98709202102646",22269.0,20418N,16073,,Clowes Street between Walsh Street and Airlie Street,20201223122254.0
"-37.80327357780134, 144.95721730681396",21116.0,,20612,,O'Connell Street between Queensberry Street and Peel Street,20201208142031.0
"-37.815627003231164, 144.98918597610475",21919.0,,7097,,George Street between Hoddle Street and Simpson Street,20201223122251.0
"-37.79889552955182, 144.9285990091277",21733.0,,17668,,Tennyson Street between Derby Street and Altona Street,20201208141717.0
"-37.78371907440179, 144.95485925404765",,,16438,,,20201208141605.0
"-37.831133998857645, 144.96683444248933",22460.0,9204N,18139,,Dorcas Street between Dodds Street and Kings Way,20201208141752.0
"-37.804517008338415, 144.95237596731778",20964.0,C6124,19862,,Chetwynd Street between Victoria Street and Queensberry Street,20201208141934.0
"-37.8166279959412, 144.94556038791202",22452.0,,2571,,Harbour Esplanade between Bourke Street and La Trobe Street,20210623144303.0
"-37.813395271438246, 144.9584468718739",20011.0,C3088,8598,,Lonsdale Street between Queen Street and William Street,20201208140727.0
"-37.808486583411934, 144.9687969822788",20145.0,627W,9639,,Exhibition Street between Little Lonsdale Street and La Trobe Street,20210322134126.0
"-37.83453030336164, 144.9806428626907",22258.0,,7698,,Millswyn Street between Domain Road and St Martins Lane,20201223122251.0
"-37.843925249598925, 144.98444872928957",22756.0,,17322,,Pasley Street between Spring Gardens Street and Park Lane,20201208141655.0
"-37.79538405319639, 144.92398928303493",22840.0,,4114,,Fisken Place between Newton Street and Fisken Walk,20201223122246.0
"-37.83563743481748, 144.9830376842174",22242.0,,3432,,Leopold Street between Toorak Road and Domain Road,20201223122245.0
"-37.798854454202434, 144.96808119611228",22507.0,,2356,,Faraday Street between Drummond Street and Lygon Street,20201223122242.0
"-37.79590768430402, 144.96699925712255",20497.0,,787,,Palmerston Street between Lygon Street and Keppel Street,20201223122239.0
"-37.79790014440553, 144.92125189541886",21845.0,,7925,,Kensington Road between Mercantile Parade and Hobsons Road,20201223122252.0
"-37.81063559644164, 144.9522284179294",21516.0,,18122,,Batman Street between Spencer Street and King Street,20201208141751.0
"-37.82002811699418, 144.9702339111865",22883.0,,7075,,PT5354 from Boathouse Drive,20201223122251.0
"-37.80450765201234, 144.95743300734347",20939.0,5286E,23709,,Cobden Street between Princess Street and Queensberry Street,20210517135824.0
"-37.78513984004611, 144.95703522053353",22380.0,,14761,,The Avenue between Leonard Street and Walker Street,20201208141405.0
"-37.82730457153066, 144.98080760529922",22492.0,,18799,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141829.0
"-37.80013659575805, 144.96202033509982",20848.0,,15570,,Grattan Street between Bouverie Street and Leicester Street,20201208141451.0
"-37.79307374852257, 144.94224728785133",21245.0,,7355,,Melrose Street between Brougham Street and Sutton Street,20201223122251.0
"-37.814740392511354, 144.9400447177451",22855.0,,15848,,Doepel Way between Docklands Drive and Newquay Promenade,20201208141519.0
"-37.809436412295504, 144.9847544565364",21586.0,,15541,,Victoria Parade between Powlett Street and Clarendon Street,20201223122254.0
"-37.79603878510546, 144.96820382008517",20685.0,,17624,,Palmerston Street between Drummond Street and Lygon Street,20201223122254.0
"-37.79865990208805, 144.97284774534995",20580.0,,1677,,Canning Street between Faraday Street and Elgin Street,20201223122240.0
"-37.82646057524485, 144.96276501756262",22053.0,9031S,21098,,Balston Street between Kavanagh Street and Southern Link Road,20201208142103.0
"-37.79952233573203, 144.9672297343211",20532.0,,11368,,Lygon Street between Grattan Street and Faraday Street,20201208141026.0
"-37.8060678437675, 144.96290904401707",20482.0,,15826,,Swanston Street between Victoria Street and Queensberry Street,20201208141516.0
"-37.81211572714211, 144.9384374949961",23225.0,13773W,23452,,Waterfront Way between Footscray Road and Docklands Drive,20210412110301.0
"-37.81112689784794, 144.9891420327227",21573.0,,5652,,Albert Street between Hoddle Street and Simpson Street,20201223122248.0
"-37.81261245020993, 144.96483055341974",20055.0,,8371,,Little Bourke Street between Swanston Street and Elizabeth Street,20201223122252.0
"-37.823739237607874, 144.90796366979552",22168.0,,5070,,Lorimer Street between West Gate Bridge and Todd Road,20201223122247.0
"-37.802764738609795, 144.96520029503247",20510.0,,11610,,Intersection of Cardigan Street and Pelham Street,20201208141046.0
"-37.812067918717354, 144.95385955034317",21507.0,,11416,,King Street between La Trobe Street and Jeffcott Street,20201208141030.0
"-37.82975201002034, 144.9864965700227",22273.0,20396E,16028,,Walsh Street between Clowes Street and Alexandra Avenue,20201223122254.0
"-37.82952174197322, 144.96803219383375",22112.0,,19078,,Coventry Street between Wells Street and Dodds Street,20201208141848.0
"-37.81636115070797, 144.96961433255936",20146.0,,15882,,Russell Street between Flinders Street and Flinders Lane,20201208141522.0
"-37.78186086179909, 144.94972690350323",,,16788,,,20201208141623.0
"-37.814590694344965, 144.9693497811199",20108.0,1920N,9629,,Collins Street between Exhibition Street and Russell Street,20201208140825.0
"-37.81849790237721, 144.96230596179146",20170.0,C992,19975,,Queen Street between Flinders Street and Flinders Lane,20201208141943.0
"-37.82407502516386, 144.9604340991067",22182.0,,13632,,Queens Bridge Street between Power Street and Kings Way,20201208141241.0
"-37.80353234297569, 144.94388508115833",21025.0,10341W,22532,,Little Dryburgh Street South from Lothian Street,20201218134555.0
"-37.78462597529601, 144.95473825220608",,,16636,,,20201208141615.0
"-37.81842873600539, 144.98042632635804",21977.0,15122N,6190,,Jolimont Street between Charles Street and Agnes Street,20201223122249.0
"-37.82532055192549, 144.96978915389695",22082.0,9841S,17498,,Grant Street between St Kilda Road and Wells Street,20201208141706.0
"-37.79592679344, 144.93152368855198",21276.0,,5202,,Eastwood Street between Chelmsford Street and Hardiman Street,20201223122248.0
"-37.79082892547591, 144.92170784187152",21797.0,,5480,,Sims Square between Howlett Street and Gregory Lane,20201223122248.0
"-37.796361103672446, 144.96711443044325",20501.0,,1898,,Keppel Street between Lygon Street and Palmerston Street,20201208135919.0
"-37.8093494925435, 144.94573289642977",21469.0,,7062,,Roden Street between Railway Place and Adderley Street,20201223122251.0
"-37.82760675763333, 144.95657954742",22010.0,,19251,,Haig Street between Clarendon Street and Westgate Freeway,20201208141858.0
"-37.79849435828943, 144.97021397415577",20563.0,,1397,,Rathdowne Street between Faraday Street and Elgin Street,20201223122240.0
"-37.80232655481203, 144.95645349265925",21117.0,,23224,,Peel Street between Queensberry Street and Elizabeth Street,20210413090425.0
"-37.80550554134296, 144.95177467517894",20979.0,,6884,,Victoria Street between Chetwynd Street and Leveson Street,20201223122251.0
"-37.81186816616047, 144.98502902184927",21864.0,,7991,,Grey Street between Powlett Street and Clarendon Street,20201223122252.0
"-37.81428982110011, 144.93745323583093",23224.0,13726E,23432,,Pearl River Road between Footscray Road and Docklands Drive,20210412110301.0
"-37.79657027523731, 144.94687107046323",21192.0,,5212,,Molesworth Street between Harker Street and Abbotsford Street,20201223122248.0
"-37.83366872624474, 144.9784409132586",22223.0,,19148,,Domain Road between Dallas Brooks Drive and Domain Street,20201209133230.0
"-37.82528157631952, 144.94498121986715",22126.0,,2253,,Lorimer Street between Westgate Freeway and Hartley Street,20201223122242.0
"-37.81164284166289, 144.98386375174664",21864.0,,4220,,Grey Street between Powlett Street and Clarendon Street,20201223122246.0
"-37.80552313062904, 144.9503818513206",,,12047,,,20201208141111.0
"-37.799248862846035, 144.97172196700893",20673.0,,2345,,Faraday Street between Canning Street and Rathdowne Street,20201223122242.0
"-37.802735616806, 144.96056883520998",20458.0,,10565,,Leicester Street between Queensberry Street and Pelham Street,20201208140925.0
"-37.78235559308544, 144.9419696848961",,,6096,,,20201223122249.0
"-37.77782250746008, 144.94261610818003",22401.0,,5686,,Oak Street between Park Street and Poplar Road,20201223122248.0
"-37.84769291512197, 144.98461837332866",22481.0,,6138,,Punt Road between Moubray Street and Commercial Road,20201223122249.0
"-37.82437467837721, 144.94040262263616",22124.0,,2200,,Hartley Street between Lorimer Street and Westgate Freeway,20201223122242.0
"-37.80130855345571, 144.9550645227877",21122.0,,12901,,Blackwood Street between Flemington Road and Courtney Street,20201208141201.0
"-37.804196907231066, 144.952549758371",20964.0,,19890,,Chetwynd Street between Victoria Street and Queensberry Street,20201208141936.0
"-37.81572700246232, 144.9610503518344",20173.0,,10055,,Queen Street between Little Collins Street and Bourke Street,20201208140848.0
"-37.809377028510724, 144.94719971512203",21475.0,,13838,,Stanley Street between Adderley Street and Spencer Street,20201208141253.0
"-37.83513199711913, 144.9782220659964",22203.0,,20200,,Bromby Street between Domain Street and Adams Street,20201208141956.0
"-37.80989333917301, 144.97572615779472",21849.0,11768E,14169,,Gisborne Street between Cathedral Place and Albert Street,20201208141323.0
"-37.83955732469238, 144.98523694110432",22301.0,,5275,,Park Place from Punt Road,20201223122248.0
"-37.85026149689507, 144.981518675012",22479.0,,19789,810A,High Street between St Kilda Road and Punt Road,20201208141930.0
"-37.79246787696142, 144.92605307759828",21765.0,,3471,,Epsom Road between Bangalore Street and Bayswater Road,20201223122245.0
"-37.80459532446534, 144.96023545639594",20455.0,,10650,,Leicester Street between Berkeley Street and Queensberry Street,20201208140930.0
"-37.80595263402512, 144.94179671571013",21437.0,,18368,,Anderson Street between Ireland Street and Dynon Road,20201208141805.0
"-37.84521424174221, 144.98074640647363",22308.0,,19330,,Commercial Road between St Kilda Road and Punt Road,20201208141903.0
"-37.79240396590946, 144.94423805571097",21247.0,,8160,,Curran Street between Dryburgh Street and Melrose Street,20201223122252.0
"-37.784904583766576, 144.95438023555417",,,16622,,,20201208141614.0
"-37.82802996182062, 144.9827264671464",22492.0,,18753,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141827.0
"-37.7958947916163, 144.9332484189377",21278.0,,7644,,Albermarle Street between Chelmsford Street and Hardiman Street,20201223122251.0
"-37.81414356721063, 144.9597923506269",20059.0,,21717,,Little Bourke Street between Queen Street and William Street,20201208142141.0
"-37.82126026223866, 144.96440723564962",22059.0,,6749,,Riverside Quay between Cook Street and Southgate Avenue,20201223122251.0
"-37.8051642493858, 144.9616484424498",20462.0,,17006,,Bouverie Street between Victoria Street and Queensberry Street,20201208141635.0
"-37.81449302734524, 144.9716782106821",20139.0,C328,22216,,Exhibition Street between Flinders Lane and Collins Street,20210602150518.0
"-37.80989220735069, 144.9899184845387",22000.0,,14363,,Victoria Parade between Hoddle Street and Simpson Street,20201208141333.0
"-37.807895634371405, 144.94766820742447",21464.0,,5027,,Roden Street between Adderley Street and Spencer Street,20201223122247.0
"-37.793757771404266, 144.94565983282973",21237.0,,23899,,Brougham Street between Abbotsford Street and Dryburgh Street,20210616094129.0
"-37.82066298412087, 144.9560301933248",20224.0,,8869,,Flinders Street between King Street and Spencer Street,20201208140742.0
"-37.81595248701761, 144.97481742016942",22630.0,,18162,,Wellington Parade South between Wellington Crescent and Flinders Street,20201208141754.0
"-37.8072115442892, 144.95093157145914",21428.0,,12513,,Intersection of King Street and Stanley Street,20201208141138.0
"-37.80865200339105, 144.97764637402463",21566.0,,14344,,Victoria Parade between Morrison Place and Lansdowne Street,20201208141332.0
"-37.80348359655154, 144.95545812291917",21109.0,,3366,,Capel Street between Queensberry Street and Courtney Street,20201223122245.0
"-37.81729975895211, 144.96060897773555",20116.0,,9111,,Collins Street between Queen Street and Market Street,20201208140758.0
"-37.79566484986421, 144.9575350370991",22323.0,,5526,,Morrah Street between Royal Parade and Fitzgibbon Street,20201223122248.0
"-37.803812295736876, 144.94383678050372",21025.0,10347W,1866,,Little Dryburgh Street South from Lothian Street,20201223122240.0
"-37.84795486581371, 144.98457582701667",22481.0,,6751,,Punt Road between Moubray Street and Commercial Road,20201223122251.0
"-37.80627608293392, 144.9539049078284",21384.0,C5588,12357,,William Street between Rosslyn Street and Victoria Street,20201208141127.0
"-37.8106705077697, 144.9865186687338",21580.0,15502N,14916,,Albert Street between Simpson Street and Powlett Street,20201208141413.0
"-37.806260494069505, 144.9689264618297",20554.0,,23517,,Rathdowne Street between Victoria Street and Queensberry Street,20210412110301.0
"-37.816757864574626, 144.96190608936377",20114.0,,9135,,Collins Street between Elizabeth Street and Queen Street,20201208140759.0
"-37.82682976043897, 144.95555568381695",22008.0,,13977,,Whiteman Street between Westgate Freeway and Clarendon Street,20201208141303.0
"-37.82386786144282, 144.90773570135866",22168.0,,7395,,Lorimer Street between West Gate Bridge and Todd Road,20201223122251.0
"-37.80606574178961, 144.96438292277423",20504.0,,10405,,Cardigan Street between Victoria Street and Queensberry Street,20201208140911.0
"-37.811928442618765, 144.9780874555343",21857.0,,22143,,Lansdowne Street between St Andrews Place and Cathedral Place,20201208142209.0
"-37.79358225542108, 144.9572185362739",22360.0,,2642,,Degraves Street between Royal Parade and Fitzgibbon Street,20201223122242.0
"-37.805684307222656, 144.96004726697822",20453.0,,15676,,Leicester Street between Victoria Street and Berkeley Street,20201208141459.0
"-37.8084494628863, 144.95263733127206",21405.0,C7140,13918,,Walsh Street between Milton Street and King Street,20201208141259.0
"-37.782265139748276, 144.95725093790145",22388.0,,14708,,The Avenue between Walker Street and Ievers Street,20201208141400.0
"-37.80858822461503, 144.96884482296593",20145.0,623W,9641,,Exhibition Street between Little Lonsdale Street and La Trobe Street,20210322134126.0
"-37.78497374089692, 144.95693527223457",22380.0,,14765,,The Avenue between Leonard Street and Walker Street,20201208141405.0
"-37.8015006251689, 144.954987698157",21122.0,,12939,,Blackwood Street between Flemington Road and Courtney Street,20201208141203.0
"-37.82492249774015, 144.96142115541284",22050.0,,13669,,City Road between Power Street and Balston Street,20201208141243.0
"-37.801216902038526, 144.9553471361861",21122.0,,20321,,Blackwood Street between Flemington Road and Courtney Street,20201208142009.0
"-37.79855233692506, 144.97372314900082",20596.0,,737,,Barkly Street between Nicholson Street and Canning Street,20201223122239.0
"-37.802633282002596, 144.97396892106426",22501.0,,15646,,Nicholson Street between Victoria Street and Carlton Street,20201208141457.0
"-37.81009421794312, 144.98614121293718",21584.0,,15524,,Powlett Street between Albert Street and Victoria Parade,20201223122254.0
"-37.8387154989529, 144.97797378712394",22473.0,,3428,,Slater Street from St Kilda Road,20201223122245.0
"-37.80246243361232, 144.9641830983318",20806.0,,9710,,Pelham Street between Cardigan Street and Swanston Street,20201208140829.0
"-37.82271708836919, 144.96697833844595",22070.0,8818E,18391,,Kavanagh Street between Sturt Street and Southbank Boulevard,20201208141807.0
"-37.80014870837009, 144.9415976364637",21299.0,,8136,,Arden Street between Laurens Street and Fogarty Street,20201223122252.0
"-37.80258245274464, 144.96071128866285",20458.0,,10589,,Leicester Street between Queensberry Street and Pelham Street,20201208140927.0
"-37.80565938100274, 144.95482631780266",20951.0,7568N,14988,,Victoria Street between Capel Street and Howard Street,20201208141417.0
"-37.81002656588721, 144.97939014893404",20893.0,12339S,9894,,Albert Street between Lansdowne Street and Eades Street,20210302110451.0
"-37.818549293591644, 144.95684562908195",20189.0,1424E,14966,,King Street between Flinders Lane and Collins Street,20201208141416.0
"-37.80765840858522, 144.95105376181266",21427.0,,12530,,King Street between Rosslyn Street and Stanley Street,20201208141139.0
"-37.82005560486922, 144.95495200230607",20137.0,,15802,,Flinders Lane between King Street and Spencer Street,20201208141513.0
"-37.83015795360951, 144.96933987324408",22098.0,8002E,13732,,Wells Street between Coventry Street and Dorcas Street,20201208141246.0
"-37.80291053865161, 144.96505556587297",20508.0,,11534,,Cardigan Street between Argyle Place South and Pelham Street,20201208141042.0
"-37.81036914926217, 144.98249695513033",20898.0,,9952,,Albert Street between Clarendon Street and Eades Street,20210302110453.0
"-37.83348102384704, 144.97784490723035",22223.0,,19115,,Domain Road between Dallas Brooks Drive and Domain Street,20201209133901.0
"-37.82729669038666, 144.9026224430475",22168.0,,7871,,Lorimer Street between West Gate Bridge and Todd Road,20201223122252.0
"-37.81065835623693, 144.95996602166628",20024.0,3822N,9858,,La Trobe Street between Elizabeth Street and Queen Street,20201208140837.0
"-37.818190415311406, 144.98778487174891",21959.0,15230E,20433,,Vale Street between Wellington Parade South and Vale Street South,20201208142018.0
"-37.820389086826715, 144.94219821548072",23293.0,,21867,,Bourke Street between Cumberland Street and Collins Street,20201208142154.0
"-37.80373708785286, 144.94788434407982",20998.0,,21942,,Curzon Street between Elm Street and Queensberry Street,20201208142158.0
"-37.825203107754085, 144.96308547619535",22051.0,,21173,,Kavanagh Street between Power Street and Balston Street,20201208142108.0
"-37.79756637230125, 144.93087254798846",21714.0,,2876,,Tennyson Street between Bellair Street and Southey Street,20201223122244.0
"-37.809506641019986, 144.95729429979843",21527.0,6719S,18936,,Franklin Street between Queen Street and William Street,20201208141837.0
"-37.80277030704951, 144.95696523773788",21116.0,5152E,21434,,O'Connell Street between Queensberry Street and Peel Street,20201208142125.0
"-37.803643479807334, 144.96782313823152",20544.0,,1870,,Drummond Street between Queensberry Street and Pelham Street,20201208135917.0
"-37.84387194931465, 144.98446009979494",22756.0,,17321,,Pasley Street between Spring Gardens Street and Park Lane,20201208141655.0
"-37.833690129572666, 144.97946732639528",22225.0,,19138,820E,Domain Road between Domain Street and Hope Street,20201209132835.0
"-37.81072482901799, 144.98361401901204",21860.0,,20950,,Clarendon Street between Grey Street and Albert Street,20201208142054.0
"-37.80568953846038, 144.95217083679228",22661.0,C6070,12235,,Chetwynd Street between Stanley Street and Victoria Street,20201208141120.0
"-37.82111052400277, 144.9885184137715",,,7540,,,20201223122251.0
"-37.83175085828807, 144.98424545956817",22281.0,,16281,,Anderson Street between Fairlie Court and Clowes Street,20201223122254.0
"-37.79143037888341, 144.9229733226266",21771.0,,6538,,Woodruff Street between Westbourne Road and Coopers Lane,20201223122249.0
"-37.80663438418796, 144.9580344327802",23247.0,4995W,19197,,Queen Street between Therry Street and Victoria Street,20210705102015.0
"-37.82663759072127, 144.9032064312733",22168.0,,4548,,Lorimer Street between West Gate Bridge and Todd Road,20201223122246.0
"-37.82356158347219, 144.9419237419883",22951.0,,24051,,Point Park Crescent between Lorimer Street and South Wharf Drive,20210616094131.0
"-37.8055262096628, 144.9504090560753",,,12048,,,20201208141111.0
"-37.8001331557146, 144.9431403102677",21052.0,,5373,,Arden Street between Munster Terrace and Laurens Street,20201223122248.0
"-37.80179023144665, 144.94845382976294",21073.0,,2762,,Curzon Street between Baillie Street and Provost Street,20201223122242.0
"-37.80509423296876, 144.94877284576413",20994.0,7619S,11022,,Victoria Street between Errol Street and Curzon Street,20201208141001.0
"-37.8069641239249, 144.95394155897097",21387.0,,12451,,Rosslyn Street between William Street and Howard Street,20201208141132.0
"-37.808912756126546, 144.98000252740087",21595.0,,14201,,Victoria Parade between Eades Street and Lansdowne Street,20201208141324.0
"-37.79874036368285, 144.96576370444458",20514.0,,11289,,Cardigan Street between Grattan Street and Faraday Street,20201208141019.0
"-37.80503873511422, 144.95367494226707",20956.0,,12223,,Howard Street between Victoria Street and Queensberry Street,20201208141120.0
"-37.7957929523154, 144.93485796942835",21270.0,,6735,,Hardiman Street between Bent Street and Albermarle Street,20201223122249.0
"-37.81608573659813, 144.97665389736827",22630.0,,18257,,Wellington Parade South between Wellington Crescent and Flinders Street,20201208141758.0
"-37.812733645401536, 144.94935946276777",21504.0,,12662,,Adderley Street between La Trobe Street and Jeffcott Street,20201208141147.0
"-37.795721124273655, 144.95640554481494",22325.0,,3098,,Morrah Street between Fitzgibbon Street and Wimble Street,20201223122244.0
"-37.79434154763813, 144.91655369256853",22845.0,,8040,,Speakmen Street between Stockmans Way and Smithfield Road,20201223122252.0
"-37.79518213270986, 144.97298429385935",20573.0,,11496,,Kay Street between Canning Street and Rathdowne Street,20201208141039.0
"-37.81469063031689, 144.95201398516997",20077.0,1559W,9970,OWT32,Spencer Street between Lonsdale Street and Little Lonsdale Street,20201208140843.0
"-37.80636569319152, 144.94774792634703",22667.0,,6067,,Hawke Street between Spencer Street and Miller Street,20201223122249.0
"-37.80526405670284, 144.96151393812764",20462.0,,12868,,Bouverie Street between Victoria Street and Queensberry Street,20201208141159.0
"-37.80338478390781, 144.9439651245789",21025.0,10336E,1861,,Little Dryburgh Street South from Lothian Street,20201223122240.0
"-37.78510844719638, 144.9541186141119",,,16704,,,20201208141619.0
"-37.80721170295483, 144.95432955869143",21385.0,C5498,12324,,William Street between Capel Street and Rosslyn Street,20201208141125.0
"-37.80290219896615, 144.9511556031276",21096.0,,13317,,Leveson Street between Queensberry Street and Arden Street,20201208141223.0
"-37.817088343355145, 144.98206745413643",,15006E,23627,,,20210426122440.0
"-37.809570460274266, 144.97186351094766",20001.0,,8995,,Lonsdale Street between Spring Street and Exhibition Street,20201208140750.0
"-37.80598828045398, 144.96011209088283",20453.0,,15688,,Leicester Street between Victoria Street and Berkeley Street,20201208141500.0
"-37.79988378140312, 144.96556739000852",20514.0,,22804,,Cardigan Street between Grattan Street and Faraday Street,20210217105904.0
"-37.82000385304611, 144.94321541184678",22913.0,C13696,22065,,Bourke Street between Enterprize Way and Cumberland Street,20201208142204.0
"-37.82828417622832, 144.97347627347983",22198.0,,21506,,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,20210302110505.0
"-37.80936220347787, 144.94722419802838",21475.0,,13837,,Stanley Street between Adderley Street and Spencer Street,20201208141253.0
"-37.81520478137279, 144.96725036225752",20110.0,1958N,16974,,Collins Street between Russell Street and Swanston Street,20201208141633.0
"-37.79630468520776, 144.96986433184406",20684.0,,17711,,Palmerston Street between Rathdowne Street and Drummond Street,20201208141719.0
"-37.82344971721168, 144.98025837940213",22774.0,,4103,,Olympic Boulevard between Punt Road and Batman Avenue,20201223122246.0
"-37.79276075491915, 144.9564923845148",22369.0,,7093,,Gatehouse Street between Bayles Street and Park Drive,20201223122251.0
"-37.82806820874481, 144.96105710280236",22036.0,,21801,,Moray Street between Hancock Street and Westgate Freeway,20201208142149.0
"-37.82316538365703, 144.93394754478692",22136.0,,18055,,Ingles Street between Turner Street and Lorimer Street,20201208141746.0
"-37.800725520860695, 144.9674149014659",21555.0,,1457,,Grattan Street between Drummond Street and Lygon Street,20201223122240.0
"-37.80839009474908, 144.94490235620506",21450.0,,2756,,Adderley Street between Hawke Street and Abbotsford Street,20201223122242.0
"-37.822720525796036, 144.93551534671306",22131.0,,4816,,Lorimer Street between Boundary Street and Ingles Street,20201223122247.0
"-37.79823318651359, 144.9297290330508",21715.0,,2787,,Tennyson Street between Southey Street and Arden Street,20201223122242.0
"-37.795929008221705, 144.96719837286415",20497.0,,851,,Palmerston Street between Lygon Street and Keppel Street,20201223122239.0
"-37.82151524809802, 144.9268371622456",22144.0,,6865,,Hall Street between Lorimer Street and Turner Street,20201223122251.0
"-37.82382909979783, 144.9234520383552",22148.0,,3613,,Turner Street between Salmon Street and Douglas Street,20201223122245.0
"-37.827967615809655, 144.96852388929315",22106.0,,20067,,Wells Street between Grant Street and Miles Street,20201208141949.0
"-37.81341256185478, 144.9583876729014",20011.0,C3096,8596,,Lonsdale Street between Queen Street and William Street,20201208140727.0
"-37.81010880056572, 144.98014149887035",20893.0,12361S,9905,,Albert Street between Lansdowne Street and Eades Street,20210302110452.0
"-37.802588464535496, 144.96443071861407",20806.0,,9722,,Pelham Street between Cardigan Street and Swanston Street,20201208140830.0
"-37.82094549110253, 144.94419402830874",23151.0,13101W,21750,,Merchant Street between Bourke Street and Collins Street,20210302110508.0
"-37.82545626835867, 144.96895466334823",22824.0,9886N,17407,,Grant Street between Wells Street and Dodds Street,20201208141701.0
"-37.826466643446295, 144.95935969609414",22040.0,,13694,,City Road between Kings Way and Clarke Street,20201208141244.0
"-37.82579528970744, 144.90432395782338",22168.0,,3867,,Lorimer Street between West Gate Bridge and Todd Road,20201223122246.0
"-37.81594173309974, 144.98041708621352",21963.0,12539S,24014,,Wellington Parade between Clarendon Street and Jolimont Road,20210531120655.0
"-37.804147481368126, 144.94212329917693",21041.0,,8191,,Munster Terrace between Victoria Street and Queensberry Street,20201223122252.0
"-37.80920129191477, 144.9474899380465",21475.0,,13827,,Stanley Street between Adderley Street and Spencer Street,20201208141252.0
"-37.80294754122724, 144.96686224867398",21557.0,12801S,10288,,Pelham Street between Drummond Street and Lygon Street,20201208140902.0
"-37.78188672833492, 144.9525988611765",,,16401,,,20201208141601.0
"-37.800094542021164, 144.94588599227637",21156.0,,21672,,Abbotsford Street between Arden Street and O'Shanassy Street,20201208142139.0
"-37.82500257934737, 144.9449744845333",22126.0,,2167,,Lorimer Street between Westgate Freeway and Hartley Street,20201223122242.0
"-37.82583596819018, 144.9786876756574",22492.0,,18623,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141820.0
"-37.82652139543614, 144.97945357348922",22492.0,,18650,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141822.0
"-37.80363007090217, 144.94790215289703",20998.0,10109W,21944,,Curzon Street between Elm Street and Queensberry Street,20201208142158.0
"-37.83506178808057, 144.97768419337802",22202.0,,20193,,Intersection of Bromby Street and Adams Street,20201208141955.0
"-37.84752775570336, 144.98464486741497",22481.0,,5657,,Punt Road between Moubray Street and Commercial Road,20201223122248.0
"-37.81334840571555, 144.95860802443414",20011.0,C3078,8599,,Lonsdale Street between Queen Street and William Street,20201208140727.0
"-37.828042324714616, 144.98279282870786",22492.0,,18754,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141827.0
"-37.8131042883465, 144.93674327704053",23224.0,13740E,23421,,Pearl River Road between Footscray Road and Docklands Drive,20210412110301.0
"-37.79388948946565, 144.96672246320253",20519.0,,901,,Cardigan Street between Keppel Street and Lytton Street,20201223122239.0
"-37.80149380051258, 144.97415769803374",22501.0,,10246,,Nicholson Street between Victoria Street and Carlton Street,20201208140900.0
"-37.784554640538246, 144.95482950450187",,,16635,,,20201208141615.0
"-37.81801946376699, 144.9606267557529",20180.0,,8343,,Market Street between Flinders Lane and Collins Street,20201223122252.0
"-37.814534482346644, 144.98915398443867",21910.0,,7416,,Hotham Street between Hoddle Street and Simpson Street,20201223122251.0
"-37.80162428997264, 144.95352185817228",21107.0,,3757,,Courtney Street between Blackwood Street and Wreckyn Street,20201223122245.0
"-37.78501867618766, 144.95955243970982",22435.0,,23001,,Royal Parade between Leonard Street and Walker Street,20210311112023.0
"-37.809364185443584, 144.9569358372415",,C6768,18949,,,20201208141838.0
"-37.825376593870445, 144.9695970004936",22082.0,9847S,17501,,Grant Street between St Kilda Road and Wells Street,20201208141707.0
"-37.79375408878778, 144.9456273181555",21237.0,,23900,,Brougham Street between Abbotsford Street and Dryburgh Street,20210616094130.0
"-37.82779412984235, 144.9731185914189",22198.0,,21543,,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,20210302110506.0
"-37.825618190512394, 144.92458965229065",22147.0,,4663,,Douglas Street between Turner Street and Cook Street,20201223122246.0
"-37.800882288133074, 144.95767575912043",20594.0,,7701,,Intersection of Elizabeth Street and Flemington Road,20201223122251.0
"-37.80146257823599, 144.95503587699793",21122.0,,12940,,Blackwood Street between Flemington Road and Courtney Street,20201208141203.0
"-37.80340563740535, 144.94843833744181",,,12276,,,20201208141123.0
"-37.799674522988724, 144.95642379522172",21552.0,,23108,,Grattan Street between Flemington Road and Elizabeth Street,20210325144615.0
