Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.79919939263299, 144.95347652709285",21141.0,,13199,,Villiers Street between Flemington Road and Courtney Street,20201208141217.0
"-37.81511852236863, 144.97163287277488",20123.0,1747S,1540,,Flinders Lane between Exhibition Street and Russell Street,20201223122240.0
"-37.79643513913222, 144.95546857108408",22336.0,,4198,,Benjamin Street between Story Street and Morrah Street,20201223122246.0
"-37.81295734789491, 144.95402114695239",20195.0,4479W,23543,,King Street between Little Lonsdale Street and La Trobe Street,20210422135548.0
"-37.80306201356927, 144.97389756819953",22501.0,,23930,,Nicholson Street between Victoria Street and Carlton Street,20210531120655.0
"-37.807400870420174, 144.95441548362552",21385.0,C5466,12332,,William Street between Capel Street and Rosslyn Street,20201208141125.0
"-37.83373279564372, 144.97980383677285",22225.0,,19143,820E,Domain Road between Domain Street and Hope Street,20201209132835.0
"-37.80271660029625, 144.94237870630002",21041.0,,7679,,Munster Terrace between Victoria Street and Queensberry Street,20201223122251.0
"-37.81264147280964, 144.98974501020726",21875.0,,7224,,Darling Street between Grey Street and Gipps Street,20201223122251.0
"-37.8039573052577, 144.94522900985635",21009.0,,8448,,Abbotsford Street between Victoria Street and Elm Street,20201223122253.0
"-37.81031174549396, 144.95695325746703",22652.0,6016N,9293,,Intersection of Wills Street and A'Beckett Street,20201208140807.0
"-37.83321999707993, 144.9798383645046",22706.0,,20717,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201208142039.0
"-37.79322170269084, 144.9736810753852",20591.0,,2315,,Canning Street between Neill Street and Princes Street,20201223122242.0
"-37.816201490179814, 144.96125097334482",20172.0,C1100,19965,,Queen Street between Collins Street and Little Collins Street,20201208141943.0
"-37.794840963173556, 144.95681873347192",22356.0,,4041,,Fitzgibbon Street between Morrah Street and Bayles Street,20201223122246.0
"-37.84964180097672, 144.98070272773185",22478.0,,18511,,St Kilda Road between Moubray Street and High Street,20201208141814.0
"-37.79362409787738, 144.97458365483135",20877.0,,608,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.79894213102155, 144.9706256657652",20673.0,,294,,Faraday Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.794603846799724, 144.9744128196408",20877.0,,447,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.800766538166535, 144.97061397713657",20682.0,,175,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.81058628988862, 144.95206748719775",21516.0,C8036,17814,,Batman Street between Spencer Street and King Street,20201208141726.0
"-37.805226250070554, 144.9552621736736",20945.0,C5724,23281,,Capel Street between Victoria Street and Queensberry Street,20210329125741.0
"-37.79407915718703, 144.9745047024799",20877.0,,984,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.7998392254573, 144.96630246001297",20758.0,,830,,Dorrit Street between Grattan Street and Faraday Street,20201223122239.0
"-37.80470964787403, 144.95234136659633",20964.0,C6108,19870,,Chetwynd Street between Victoria Street and Queensberry Street,20201208141935.0
"-37.7959839291088, 144.97430290091563",20595.0,,62,,Station Street between Palmerston Street and Kay Street,20201223122239.0
"-37.801038602979276, 144.97211312258412",20682.0,,207,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.82759288335296, 144.9814885624298",22492.0,,18817,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141830.0
"-37.794335559648175, 144.97537636349662",20884.0,,595,,Nicholson Street between Kay Street and Princes Street,20201223122239.0
"-37.80363575590917, 144.94812959770704",20998.0,10106E,14322,,Curzon Street between Elm Street and Queensberry Street,20201208141331.0
"-37.80116093559288, 144.97328786424697",20683.0,,211,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.834827868773765, 144.97589267329937",22199.0,,20178,,Bromby Street between Arnold Street and St Kilda Road,20201208141955.0
"-37.80069811994493, 144.97412919961278",20601.0,,1428,,Owen Street between Nicholson Street and Barrup Street,20201223122240.0
"-37.79395459464175, 144.95446543481253",22342.0,,5114,,Gatehouse Street between Morrah Street and Bayles Street,20201223122247.0
"-37.810426168570054, 144.96713672772444",20152.0,,9059,,Russell Street between Lonsdale Street and Little Lonsdale Street,20201208140754.0
"-37.79569649618448, 144.966176346456",20518.0,,1731,,Cardigan Street between Elgin Street and Keppel Street,20201223122240.0
"-37.83364217637782, 144.97823415554262",22223.0,,19151,,Domain Road between Dallas Brooks Drive and Domain Street,20201209133230.0
"-37.79476579577172, 144.92645684432958",21686.0,,3725,,Kensington Road between MacAulay Road and Derby Street,20201223122245.0
"-37.82730196856979, 144.9553946070814",22008.0,,13964,,Whiteman Street between Westgate Freeway and Clarendon Street,20201208141302.0
"-37.805768475217114, 144.94623290015986",21348.0,,4894,,Miller Street between Curzon Street and Abbotsford Street,20201223122247.0
"-37.82727046136663, 144.95681345266541",22010.0,,19229,,Haig Street between Clarendon Street and Westgate Freeway,20201208141857.0
"-37.805312519205195, 144.9500569285538",20983.0,7603S,337,,Victoria Street between Leveson Street and Errol Street,20201223122239.0
"-37.796517121193155, 144.97348748134948",20779.0,,285,,Palmerston Street between Nicholson Street and Canning Street,20201223122239.0
"-37.79889913515756, 144.96935943994097",20710.0,,308,,Faraday Street between Rathdowne Street and Drummond Street,20201223122239.0
"-37.80035778443618, 144.96862311950252",20548.0,,287,,Drummond Street between Grattan Street and Faraday Street,20201223122239.0
"-37.80267701603646, 144.96798639024172",20546.0,,381,,Drummond Street between Pelham Street and Grattan Street,20201223122239.0
"-37.80081812528912, 144.9711082513824",20682.0,,176,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.81308140702587, 144.94975516887416",21504.0,,12682,,Adderley Street between La Trobe Street and Jeffcott Street,20201208141148.0
"-37.84806219687162, 144.98214608708207",22311.0,,22230,,Moubray Street between St Kilda Road and Punt Road,20210705102015.0
"-37.85023579706194, 144.98131889689918",22479.0,,19786,810A,High Street between St Kilda Road and Punt Road,20201208141930.0
"-37.80682314051897, 144.9542802390986",21386.0,5520E,12378,,Intersection of William Street and Rosslyn Street,20201208141128.0
"-37.7957595365646, 144.94583219113434",21229.0,17012E,17959,,Carroll Street between Canning Street and Erskine Street,20201208141739.0
"-37.79487719021711, 144.9744922036226",20877.0,,878,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.8124728226402, 144.94906268494174",21503.0,,12647,,Adderley Street between Jeffcott Street and Batman Street,20201208141146.0
"-37.80217201535125, 144.96505849218602",20509.0,,15128,,Cardigan Street between Pelham Street and Argyle Place North,20201208141425.0
"-37.80866165071507, 144.9777317427872",21566.0,,14345,,Victoria Parade between Morrison Place and Lansdowne Street,20201208141332.0
"-37.811354769847924, 144.95047356994132",21499.0,,20938,,Spencer Street between Jeffcott Street and Batman Street,20201208142054.0
"-37.798499390906684, 144.97287474412857",20580.0,,1675,,Canning Street between Faraday Street and Elgin Street,20201223122240.0
"-37.79302860237182, 144.9189938716165",21811.0,,8167,,Cakebread Mews between Stockmans Way and Gatehouse Drive,20201223122252.0
"-37.802413109781796, 144.96826922303114",20546.0,,385,,Drummond Street between Pelham Street and Grattan Street,20201223122239.0
"-37.82135354259011, 144.9439316061433",23311.0,13067S,20840,,Collins Street between Merchant Street and Bourke Street,20210302110501.0
"-37.80974400374478, 144.98756985176314",21583.0,15743S,4565,,Victoria Parade between Simpson Street and Powlett Street,20201223122246.0
"-37.81219338473046, 144.9588412128895",20044.0,3467S,17134,,Little Lonsdale Street between Queen Street and William Street,20201208141642.0
"-37.802000422972, 144.94923738838366",21077.0,,7249,,Glass Street between Curzon Street and Errol Street,20201223122251.0
"-37.80660216667451, 144.96755018483734",20542.0,,162,,Drummond Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.80098117825579, 144.9726832461726",20683.0,,152,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.83883733651249, 144.977438636017",22473.0,,7311,,Slater Street from St Kilda Road,20201223122251.0
"-37.82434047526033, 144.97167640097192",22089.0,,22392,,Linlithgow Avenue between St Kilda Road and Government House Drive,20201218134552.0
"-37.80563301768471, 144.94923843259699",22834.0,7325W,29,,King Street between Roden Street and Victoria Street,20201223122239.0
"-37.798570523763196, 144.9663147828034",20813.0,,458,,Faraday Street between Lygon Street and Cardigan Street,20201223122239.0
"-37.796229814968676, 144.96999162178466",20684.0,,461,,Palmerston Street between Rathdowne Street and Drummond Street,20201223122239.0
"-37.79788313209809, 144.97334846451972",20597.0,,580,,Elgin Street between Nicholson Street and Canning Street,20201223122239.0
"-37.79862395125297, 144.9477774678425",21168.0,,5739,,Haines Street between Curzon Street and Abbotsford Street,20201223122248.0
"-37.80552389773364, 144.94921957088357",22834.0,7331W,121,,King Street between Roden Street and Victoria Street,20201223122239.0
"-37.79603207033407, 144.9681480779609",20685.0,,549,,Palmerston Street between Drummond Street and Lygon Street,20201223122239.0
"-37.810675233227755, 144.9680870456099",20003.0,2847S,20795,,Lonsdale Street between Exhibition Street and Russell Street,20201208142044.0
"-37.80578088157506, 144.95048834310995",21373.0,C6210,93,,Roden Street between King Street and Eades Place,20201223122239.0
"-37.80110295638312, 144.97273100281933",20683.0,,256,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.80497117413118, 144.95687797553475",20935.0,7658N,97,,Princess Street between Peel Street and Cobden Street,20201223122239.0
"-37.798488763934984, 144.94658684344913",21168.0,,6795,,Haines Street between Curzon Street and Abbotsford Street,20201223122251.0
"-37.818051841032, 144.9798788421704",21983.0,15097W,15415,,Agnes Street between Jolimont Street and Palmer Street,20201223122253.0
"-37.843375949640404, 144.9782475956859",22476.0,,19493,,St Kilda Road between Armadale Street and Commercial Road,20201208141911.0
"-37.81059784983847, 144.98455219989955",21587.0,,23820,,Albert Street between Powlett Street and Clarendon Street,20210517135824.0
"-37.80011980852121, 144.9542730092803",21124.0,,13040,,Wreckyn Street between Flemington Road and Courtney Street,20201208141208.0
"-37.79378297519125, 144.97368575000436",20589.0,,1493,,Canning Street between Kay Street and Neill Street,20201223122240.0
"-37.80617828668199, 144.96135100403578",20462.0,,12858,,Bouverie Street between Victoria Street and Queensberry Street,20201208141159.0
"-37.80984608354877, 144.98375774586162",21588.0,12054E,2609,,Clarendon Street between Albert Street and Victoria Parade,20201223122242.0
"-37.81008792520736, 144.97569401509188",21849.0,11756E,14175,,Gisborne Street between Cathedral Place and Albert Street,20201208141323.0
"-37.8183990729902, 144.96226072052045",20170.0,C1004,19977,,Queen Street between Flinders Street and Flinders Lane,20201208141943.0
"-37.82340663303446, 144.9394946099966",22127.0,,2566,,Lorimer Street between Hartley Street and Boundary Street,20201223122242.0
"-37.83558780690752, 144.9785900729592",22262.0,,5941,,Domain Street between Toorak Road and Bromby Street,20201223122249.0
"-37.82742522687112, 144.98106756288988",22492.0,,18806,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141829.0
"-37.81455359421417, 144.97162526323118",20139.0,,22213,,Exhibition Street between Flinders Lane and Collins Street,20210602150518.0
"-37.81487795412951, 144.9572333902746",20061.0,2597S,9989,,Little Bourke Street between William Street and King Street,20201208140845.0
"-37.799017399090886, 144.96571651156245",20514.0,,11296,,Cardigan Street between Grattan Street and Faraday Street,20201208141020.0
"-37.80545926899411, 144.94369276903026",22669.0,,3756,,Miller Street between Lothian Street and Dryburgh Street,20201223122245.0
"-37.81944613276429, 144.94483435576052",22801.0,13236N,21988,,Bourke Street between Harbour Esplanade and Enterprize Way,20201208142200.0
"-37.80546264835272, 144.94372260501282",22669.0,,4168,,Miller Street between Lothian Street and Dryburgh Street,20201223122246.0
"-37.81320502176344, 144.94217705997872",22439.0,,24036,,Docklands Drive between Harbour Esplanade and Saint Mangos Lane,20210616094131.0
"-37.7985786358694, 144.94738240600444",21168.0,,7021,,Haines Street between Curzon Street and Abbotsford Street,20201223122251.0
"-37.808063944759866, 144.94936158224363",21429.0,,12600,,Stanley Street between King Street and Spencer Street,20201208141143.0
"-37.8151803297253, 144.9369956232476",23256.0,13823S,23860,DDS10,Docklands Drive between Pearl River Road and Docklands Drive,20210616094129.0
"-37.81746993667076, 144.93362892056095",23322.0,,8320,,Docklands Drive between Docklands Drive and Western Link Road,20210623144303.0
"-37.812579981700814, 144.95959176751236",20176.0,C1206,20349,,Queen Street between Lonsdale Street and Little Lonsdale Street,20201208142012.0
"-37.79653841981343, 144.97369009893663",20779.0,,625,,Palmerston Street between Nicholson Street and Canning Street,20201223122239.0
