distance,twoPs
7750,A38_A43
4422,A38_A44
5646,A38_A45
3595,A38_A46
20490,A38_A47
7752,A38_A48
2802,A38_A49
6129,A38_A50
9013,A38_A51
5948,A38_A52
5839,A38_A53
2502,A38_A54
3797,A38_A55
3142,A38_A56
3841,A38_A57
4843,A38_A58
7111,A38_A59
2735,A38_A60
8175,A38_A61
9215,A38_A62
3510,A38_A63
6013,A38_A64
4820,A38_A65
4383,A38_A66
4906,A38_A67
20251,A38_A68
7137,A38_A69
4271,A38_A70
4163,A38_A71
4771,A38_A72
3006,A38_A73
7372,A38_A74
4181,A38_A75
3818,A38_A76
20242,A38_A77
8424,A38_A78
7348,A38_A79
2861,A38_A80
1551,A38_A81
5414,A38_A82
4935,A38_A83
1629,A38_A84
3831,A38_A85
7556,A38_A86
6387,A38_A87
5160,A38_A88
4913,A38_A89
4952,A38_A90
5736,A38_A91
1285,A38_A92
1219,A38_A93
3410,A38_A94
6727,A38_A95
2995,A38_A96
6120,A38_A97
6099,A38_A98
5195,A38_A99
5126,A38_A100
0,A39_A39
18670,A39_A40
20505,A39_A41
21241,A39_A42
18609,A39_A43
20997,A39_A44
20587,A39_A45
20985,A39_A46
1162,A39_A47
18610,A39_A48
21400,A39_A49
16081,A39_A50
20407,A39_A51
19356,A39_A52
24264,A39_A53
19578,A39_A54
21140,A39_A55
19464,A39_A56
19514,A39_A57
19561,A39_A58
20761,A39_A59
22253,A39_A60
19355,A39_A61
19905,A39_A62
21825,A39_A63
19987,A39_A64
19894,A39_A65
20983,A39_A66
19754,A39_A67
739,A39_A68
19960,A39_A69
21033,A39_A70
21330,A39_A71
21893,A39_A72
19546,A39_A73
18833,A39_A74
20758,A39_A75
21173,A39_A76
712,A39_A77
19371,A39_A78
18552,A39_A79
20044,A39_A80
20221,A39_A81
19173,A39_A82
21527,A39_A83
20035,A39_A84
19895,A39_A85
19043,A39_A86
21409,A39_A87
19722,A39_A88
20404,A39_A89
18965,A39_A90
20854,A39_A91
21014,A39_A92
19880,A39_A93
19780,A39_A94
18685,A39_A95
22045,A39_A96
19595,A39_A97
19358,A39_A98
20636,A39_A99
19194,A39_A100
0,A40_A40
1884,A40_A41
2571,A40_A42
1546,A40_A43
3165,A40_A44
2072,A40_A45
3773,A40_A46
19582,A40_A47
1547,A40_A48
4915,A40_A49
10397,A40_A50
3119,A40_A51
738,A40_A52
11780,A40_A53
3769,A40_A54
3770,A40_A55
3132,A40_A56
2497,A40_A57
1638,A40_A58
2179,A40_A59
6323,A40_A60
2047,A40_A61
3141,A40_A62
4786,A40_A63
1348,A40_A64
1890,A40_A65
3177,A40_A66
1720,A40_A67
19248,A40_A68
1529,A40_A69
3307,A40_A70
3696,A40_A71
10977,A40_A72
3284,A40_A73
1174,A40_A74
3102,A40_A75
3788,A40_A76
19232,A40_A77
2284,A40_A78
1147,A40_A79
3645,A40_A80
4956,A40_A81
935,A40_A82
3411,A40_A83
4768,A40_A84
2699,A40_A85
1390,A40_A86
2759,A40_A87
1510,A40_A88
2266,A40_A89
1277,A40_A90
2319,A40_A91
6219,A40_A92
5076,A40_A93
3008,A40_A94
521,A40_A95
5601,A40_A96
933,A40_A97
698,A40_A98
2328,A40_A99
1194,A40_A100
0,A41_A41
847,A41_A42
2241,A41_A43
2743,A41_A44
1274,A41_A45
3605,A41_A46
21431,A41_A47
2241,A41_A48
4820,A41_A49
11791,A41_A50
2274,A41_A51
1355,A41_A52
11942,A41_A53
4367,A41_A54
3495,A41_A55
3755,A41_A56
3062,A41_A57
2100,A41_A58
322,A41_A59
6173,A41_A60
1962,A41_A61
2657,A41_A62
4432,A41_A63
906,A41_A64
2042,A41_A65
2775,A41_A66
1985,A41_A67
21092,A41_A68
690,A41_A69
2923,A41_A70
3249,A41_A71
11525,A41_A72
3872,A41_A73
1851,A41_A74
2863,A41_A75
3496,A41_A76
21076,A41_A77
2166,A41_A78
2100,A41_A79
4004,A41_A80
5380,A41_A81
1832,A41_A82
2618,A41_A83
5247,A41_A84
3021,A41_A85
1757,A41_A86
1207,A41_A87
1756,A41_A88
1977,A41_A89
2317,A41_A90
1314,A41_A91
6503,A41_A92
5637,A41_A93
3444,A41_A94
1825,A41_A95
5370,A41_A96
1073,A41_A97
1278,A41_A98
1759,A41_A99
2035,A41_A100
0,A42_A42
3088,A42_A43
2336,A42_A44
1091,A42_A45
3223,A42_A46
22152,A42_A47
3088,A42_A48
4397,A42_A49
11941,A42_A50
2855,A42_A51
1912,A42_A52
11499,A42_A53
4272,A42_A54
3074,A42_A55
3717,A42_A56
3071,A42_A57
2252,A42_A58
786,A42_A59
5684,A42_A60
2767,A42_A61
3327,A42_A62
3919,A42_A63
1300,A42_A64
2069,A42_A65
2373,A42_A66
2082,A42_A67
21819,A42_A68
1534,A42_A69
2511,A42_A70
2773,A42_A71
11245,A42_A72
3808,A42_A73
2694,A42_A74
2528,A42_A75
3068,A42_A76
21803,A42_A77
2953,A42_A78
2938,A42_A79
3826,A42_A80
5156,A42_A81
2245,A42_A82
2043,A42_A83
5053,A42_A84
2927,A42_A85
2603,A42_A86
420,A42_A87
1928,A42_A88
1797,A42_A89
2650,A42_A90
948,A42_A91
6183,A42_A92
5464,A42_A93
3351,A42_A94
2609,A42_A95
4870,A42_A96
1654,A42_A97
1890,A42_A98
1492,A42_A99
2362,A42_A100
0,A43_A43
4467,A43_A44
3115,A43_A45
5182,A43_A46
19576,A43_A47
2,A43_A48
6366,A43_A49
11692,A43_A50
2045,A43_A51
1989,A43_A52
13310,A43_A53
5313,A43_A54
5146,A43_A55
4673,A43_A56
4023,A43_A57
3101,A43_A58
2379,A43_A59
7776,A43_A60
826,A43_A61
1829,A43_A62
6160,A43_A63
2336,A43_A64
3291,A43_A65
4488,A43_A66
3136,A43_A67
19223,A43_A68
1558,A43_A69
4629,A43_A70
5010,A43_A71
12521,A43_A72
4824,A43_A73
450,A43_A74
4465,A43_A75
5159,A43_A76
19204,A43_A77
969,A43_A78
405,A43_A79
5165,A43_A80
6494,A43_A81
2418,A43_A82
4569,A43_A83
6309,A43_A84
4192,A43_A85
488,A43_A86
3430,A43_A87
2890,A43_A88
3555,A43_A89
2818,A43_A90
3293,A43_A91
7750,A43_A92
6622,A43_A93
4529,A43_A94
1028,A43_A95
7025,A43_A96
1972,A43_A97
1854,A43_A98
3511,A43_A99
2700,A43_A100
0,A44_A44
1477,A44_A45
888,A44_A46
21825,A44_A47
4468,A44_A48
2082,A44_A49
10043,A44_A50
5017,A44_A51
2508,A44_A52
9206,A44_A53
2204,A44_A54
753,A44_A55
1843,A44_A56
1512,A44_A57
1614,A44_A58
2923,A44_A59
3432,A44_A60
4532,A44_A61
5379,A44_A62
1715,A44_A63
2164,A44_A64
1300,A44_A65
39,A44_A66
1473,A44_A67
21521,A44_A68
3258,A44_A69
180,A44_A70
543,A44_A71
8913,A44_A72
1860,A44_A73
4018,A44_A74
294,A44_A75
753,A44_A76
21508,A44_A77
4769,A44_A78
4144,A44_A79
1661,A44_A80
2875,A44_A81
2263,A44_A82
623,A44_A83
2801,A44_A84
1152,A44_A85
4081,A44_A86
1993,A44_A87
1656,A44_A88
914,A44_A89
2200,A44_A90
1449,A44_A91
3848,A44_A92
3224,A44_A93
1433,A44_A94
3553,A44_A95
2634,A44_A96
2495,A44_A97
2628,A44_A98
1001,A44_A99
2080,A44_A100
0,A45_A45
2331,A45_A46
21469,A45_A47
3116,A45_A48
3547,A45_A49
10852,A45_A50
3546,A45_A51
1335,A45_A52
10668,A45_A53
3201,A45_A54
2225,A45_A55
2631,A45_A56
1980,A45_A57
1208,A45_A58
1486,A45_A59
4909,A45_A60
3083,A45_A61
3902,A45_A62
3183,A45_A63
788,A45_A64
985,A45_A65
1507,A45_A66
1022,A45_A67
21146,A45_A68
1790,A45_A69
1656,A45_A70
1998,A45_A71
10277,A45_A72
2727,A45_A73
2669,A45_A74
1589,A45_A75
2227,A45_A76
21130,A45_A77
3314,A45_A78
2841,A45_A79
2785,A45_A80
4145,A45_A81
1415,A45_A82
1457,A45_A83
4025,A45_A84
1849,A45_A85
2688,A45_A86
962,A45_A87
925,A45_A88
733,A45_A89
1701,A45_A90
268,A45_A91
5239,A45_A92
4427,A45_A93
2275,A45_A94
2324,A45_A95
4110,A45_A96
1199,A45_A97
1401,A45_A98
485,A45_A99
1432,A45_A100
0,A46_A46
21779,A46_A47
5184,A46_A48
1220,A46_A49
9382,A46_A50
5877,A46_A51
3194,A46_A52
8337,A46_A53
1633,A46_A54
217,A46_A55
1530,A46_A56
1573,A46_A57
2138,A46_A58
3799,A46_A59
2610,A46_A60
5325,A46_A61
6216,A46_A62
1030,A46_A63
2952,A46_A64
1897,A46_A65
851,A46_A66
2060,A46_A67
21487,A46_A68
4080,A46_A69
713,A46_A70
580,A46_A71
8028,A46_A72
1472,A46_A73
4738,A46_A74
747,A46_A75
247,A46_A76
21475,A46_A77
5568,A46_A78
4832,A46_A79
1062,A46_A80
2046,A46_A81
2840,A46_A82
1340,A46_A83
2004,A46_A84
1211,A46_A85
4831,A46_A86
2876,A46_A87
2295,A46_A88
1675,A46_A89
2632,A46_A90
2329,A46_A91
2962,A46_A92
2428,A46_A93
1209,A46_A94
4215,A46_A95
1843,A46_A96
3233,A46_A97
3329,A46_A98
1846,A46_A99
2601,A46_A100
0,A47_A47
19577,A47_A48
22148,A47_A49
16454,A47_A50
21403,A47_A51
20257,A47_A52
24730,A47_A53
20339,A47_A54
21940,A47_A55
20253,A47_A56
20332,A47_A57
20419,A47_A58
21693,A47_A59
22954,A47_A60
20333,A47_A61
20912,A47_A62
22594,A47_A63
20887,A47_A64
20750,A47_A65
21810,A47_A66
20614,A47_A67
423,A47_A68
20900,A47_A69
21855,A47_A70
22142,A47_A71
22327,A47_A72
20328,A47_A73
19786,A47_A74
21580,A47_A75
21973,A47_A76
451,A47_A77
20357,A47_A78
19505,A47_A79
20819,A47_A80
20936,A47_A81
20054,A47_A82
22368,A47_A83
20756,A47_A84
20711,A47_A85
20002,A47_A86
22308,A47_A87
20592,A47_A88
21259,A47_A89
19828,A47_A90
21736,A47_A91
21683,A47_A92
20583,A47_A93
20580,A47_A94
19616,A47_A95
22778,A47_A96
20502,A47_A97
20264,A47_A98
21500,A47_A99
20064,A47_A100
0,A48_A48
6368,A48_A49
11694,A48_A50
2043,A48_A51
1991,A48_A52
13312,A48_A53
5314,A48_A54
5147,A48_A55
4675,A48_A56
4025,A48_A57
3103,A48_A58
2379,A48_A59
7778,A48_A60
824,A48_A61
1827,A48_A62
6162,A48_A63
2337,A48_A64
3293,A48_A65
4489,A48_A66
3138,A48_A67
19223,A48_A68
1558,A48_A69
4631,A48_A70
5011,A48_A71
12522,A48_A72
4826,A48_A73
451,A48_A74
4466,A48_A75
5160,A48_A76
19205,A48_A77
967,A48_A78
407,A48_A79
5167,A48_A80
6496,A48_A81
2419,A48_A82
4570,A48_A83
6311,A48_A84
4194,A48_A85
488,A48_A86
3431,A48_A87
2891,A48_A88
3557,A48_A89
2820,A48_A90
3294,A48_A91
7751,A48_A92
6623,A48_A93
4530,A48_A94
1030,A48_A95
7026,A48_A96
1974,A48_A97
1855,A48_A98
3512,A48_A99
2702,A48_A100
0,A49_A49
8867,A49_A50
7093,A49_A51
4378,A49_A52
7124,A49_A53
1842,A49_A54
1330,A49_A55
2149,A49_A56
2517,A49_A57
3280,A49_A58
5006,A49_A59
1411,A49_A60
6539,A49_A61
7435,A49_A62
708,A49_A63
4168,A49_A64
3076,A49_A65
2048,A49_A66
3230,A49_A67
21873,A49_A68
5300,A49_A69
1902,A49_A70
1628,A49_A71
6919,A49_A72
2018,A49_A73
5927,A49_A74
1967,A49_A75
1333,A49_A76
21861,A49_A77
6782,A49_A78
6005,A49_A79
1492,A49_A80
1420,A49_A81
3982,A49_A82
2402,A49_A83
1517,A49_A84
2233,A49_A85
6031,A49_A86
4027,A49_A87
3477,A49_A88
2892,A49_A89
3706,A49_A90
3531,A49_A91
1885,A49_A92
1857,A49_A93
2026,A49_A94
5379,A49_A95
733,A49_A96
4436,A49_A97
4518,A49_A98
3063,A49_A99
3723,A49_A100
0,A50_A50
13516,A50_A51
10533,A50_A52
8407,A50_A53
7839,A50_A54
9599,A50_A55
8281,A50_A56
8879,A50_A57
9723,A50_A58
12104,A50_A59
8803,A50_A60
12393,A50_A61
13486,A50_A62
9563,A50_A63
10886,A50_A64
9873,A50_A65
10006,A50_A66
9874,A50_A67
16311,A50_A68
11795,A50_A69
9936,A50_A70
9958,A50_A71
5938,A50_A72
8222,A50_A73
11476,A50_A74
9756,A50_A75
9628,A50_A76
16310,A50_A77
12607,A50_A78
11318,A50_A79
8390,A50_A80
7474,A50_A81
9992,A50_A82
10644,A50_A83
7439,A50_A84
9078,A50_A85
11732,A50_A86
11766,A50_A87
10065,A50_A88
10186,A50_A89
9488,A50_A90
11033,A50_A91
7353,A50_A92
7040,A50_A93
8681,A50_A94
10852,A50_A95
9125,A50_A96
10792,A50_A97
10659,A50_A98
10512,A50_A99
9762,A50_A100
0,A51_A51
3105,A51_A52
14214,A51_A53
6510,A51_A54
5768,A51_A55
5874,A51_A56
5173,A51_A57
4172,A51_A58
2120,A51_A59
8445,A51_A60
1222,A51_A61
608,A51_A62
6698,A51_A63
3012,A51_A64
4207,A51_A65
5049,A51_A66
4109,A51_A67
21040,A51_A68
1875,A51_A69
5197,A51_A70
5518,A51_A71
13737,A51_A72
6007,A51_A73
2099,A51_A74
5133,A51_A75
5770,A51_A76
21020,A51_A77
1099,A51_A78
2319,A51_A79
6207,A51_A80
7590,A51_A81
3662,A51_A82
4855,A51_A83
7441,A51_A84
5204,A51_A85
1829,A51_A86
3274,A51_A87
3853,A51_A88
4229,A51_A89
4164,A51_A90
3579,A51_A91
8750,A51_A92
7813,A51_A93
5612,A51_A94
2676,A51_A95
7640,A51_A96
2902,A51_A97
2960,A51_A98
4031,A51_A99
3937,A51_A100
0,A52_A52
11369,A52_A53
3455,A52_A54
3163,A52_A55
2810,A52_A56
2121,A52_A57
1141,A52_A58
1675,A52_A59
5788,A52_A60
2241,A52_A61
3267,A52_A62
4180,A52_A63
631,A52_A64
1303,A52_A65
2525,A52_A66
1152,A52_A67
19927,A52_A68
1270,A52_A69
2662,A52_A70
3048,A52_A71
10705,A52_A72
2952,A52_A73
1548,A52_A74
2483,A52_A75
3177,A52_A76
19911,A52_A77
2490,A52_A78
1642,A52_A79
3231,A52_A80
4594,A52_A81
558,A52_A82
2701,A52_A83
4425,A52_A84
2235,A52_A85
1667,A52_A86
2054,A52_A87
901,A52_A88
1595,A52_A89
1066,A52_A90
1581,A52_A91
5821,A52_A92
4771,A52_A93
2603,A52_A94
1046,A52_A95
5036,A52_A96
282,A52_A97
151,A52_A98
1615,A52_A99
833,A52_A100
0,A53_A53
8032,A53_A54
8453,A53_A55
8655,A53_A56
9287,A53_A57
10230,A53_A58
12129,A53_A59
5823,A53_A60
13593,A53_A61
14537,A53_A62
7587,A53_A63
11252,A53_A64
10097,A53_A65
9172,A53_A66
10229,A53_A67
24557,A53_A68
12397,A53_A69
9025,A53_A70
8729,A53_A71
2489,A53_A72
8501,A53_A73
12894,A53_A74
9081,A53_A75
8454,A53_A76
24553,A53_A77
13841,A53_A78
12922,A53_A79
8147,A53_A80
6830,A53_A81
10895,A53_A82
9464,A53_A83
7028,A53_A84
9135,A53_A85
13036,A53_A86
11112,A53_A87
10489,A53_A88
9993,A53_A89
10504,A53_A90
10654,A53_A91
5562,A53_A92
6770,A53_A93
8782,A53_A94
12287,A53_A95
6636,A53_A96
11474,A53_A97
11517,A53_A98
10183,A53_A99
10611,A53_A100
0,A54_A54
1843,A54_A55
645,A54_A56
1339,A54_A57
2341,A54_A58
4638,A54_A59
2996,A54_A60
5691,A54_A61
6718,A54_A62
2262,A54_A63
3514,A54_A64
2327,A54_A65
2168,A54_A66
2406,A54_A67
20059,A54_A68
4635,A54_A69
2102,A54_A70
2174,A54_A71
7250,A54_A72
504,A54_A73
4915,A54_A74
1918,A54_A75
1876,A54_A76
20047,A54_A77
5940,A54_A78
4916,A54_A79
574,A54_A80
1205,A54_A81
2931,A54_A82
2809,A54_A83
1004,A54_A84
1355,A54_A85
5085,A54_A86
4023,A54_A87
2659,A54_A88
2476,A54_A89
2495,A54_A90
3325,A54_A91
2488,A54_A92
1317,A54_A93
927,A54_A94
4285,A54_A95
2540,A54_A96
3619,A54_A97
3606,A54_A98
2782,A54_A99
2642,A54_A100
0,A55_A55
1705,A55_A56
1677,A55_A57
2147,A55_A58
3676,A55_A59
2687,A55_A60
5256,A55_A61
6124,A55_A62
1018,A55_A63
2881,A55_A64
1881,A55_A65
720,A55_A66
2050,A55_A67
21646,A55_A68
3995,A55_A69
573,A55_A70
368,A55_A71
8193,A55_A72
1658,A55_A73
4699,A55_A74
681,A55_A75
34,A55_A76
21633,A55_A77
5496,A55_A78
4805,A55_A79
1270,A55_A80
2249,A55_A81
2841,A55_A82
1144,A55_A83
2214,A55_A84
1302,A55_A85
4780,A55_A86
2715,A55_A87
2273,A55_A88
1606,A55_A89
2671,A55_A90
2201,A55_A91
3127,A55_A92
2638,A55_A93
1360,A55_A94
4196,A55_A95
1898,A55_A96
3184,A55_A97
3293,A55_A98
1744,A55_A99
2616,A55_A100
0,A56_A56
701,A56_A57
1702,A56_A58
4035,A56_A59
3445,A56_A60
5046,A56_A61
6075,A56_A62
2394,A56_A63
2888,A56_A64
1714,A56_A65
1812,A56_A66
1779,A56_A67
19963,A56_A68
3999,A56_A69
1786,A56_A70
1966,A56_A71
7895,A56_A72
156,A56_A73
4272,A56_A74
1550,A56_A75
1739,A56_A76
19950,A56_A77
5295,A56_A78
4278,A56_A79
657,A56_A80
1826,A56_A81
2286,A56_A82
2466,A56_A83
1636,A56_A84
799,A56_A85
4441,A56_A86
3500,A56_A87
2027,A56_A88
1925,A56_A89
1855,A56_A90
2780,A56_A91
3098,A56_A92
1962,A56_A93
412,A56_A94
3645,A56_A95
2880,A56_A96
2978,A56_A97
2961,A56_A98
2244,A56_A99
1997,A56_A100
0,A57_A57
1002,A57_A58
3346,A57_A59
3897,A57_A60
4361,A57_A61
5381,A57_A62
2578,A57_A63
2188,A57_A64
1027,A57_A65
1492,A57_A66
1080,A57_A67
20032,A57_A68
3298,A57_A69
1524,A57_A70
1819,A57_A71
8586,A57_A72
835,A57_A73
3611,A57_A74
1250,A57_A75
1708,A57_A76
20018,A57_A77
4610,A57_A78
3635,A57_A79
1149,A57_A80
2479,A57_A81
1613,A57_A82
2106,A57_A83
2304,A57_A84
382,A57_A85
3768,A57_A86
2890,A57_A87
1326,A57_A88
1313,A57_A89
1229,A57_A90
2155,A57_A91
3726,A57_A92
2651,A57_A93
515,A57_A94
2999,A57_A95
3241,A57_A96
2280,A57_A97
2272,A57_A98
1640,A57_A99
1326,A57_A100
0,A58_A58
2400,A58_A59
4690,A58_A60
3378,A58_A61
4383,A58_A62
3158,A58_A63
1205,A58_A64
337,A58_A65
1618,A58_A66
199,A58_A67
20104,A58_A68
2297,A58_A69
1730,A58_A70
2114,A58_A71
9584,A58_A72
1836,A58_A73
2671,A58_A74
1497,A58_A75
2167,A58_A76
20090,A58_A77
3627,A58_A78
2730,A58_A79
2091,A58_A80
3458,A58_A81
704,A58_A82
2013,A58_A83
3293,A58_A84
1096,A58_A85
2806,A58_A86
2170,A58_A87
345,A58_A88
845,A58_A89
607,A58_A90
1450,A58_A91
4680,A58_A92
3650,A58_A93
1465,A58_A94
2100,A58_A95
3963,A58_A96
1280,A58_A97
1290,A58_A98
1088,A58_A99
472,A58_A100
0,A59_A59
6338,A59_A60
1990,A59_A61
2558,A59_A62
4584,A59_A63
1218,A59_A64
2322,A59_A65
2957,A59_A66
2276,A59_A67
21352,A59_A68
834,A59_A69
3103,A59_A70
3410,A59_A71
11762,A59_A72
4147,A59_A73
2022,A59_A74
3067,A59_A75
3675,A59_A76
21335,A59_A77
2170,A59_A78
2286,A59_A79
4256,A59_A80
5625,A59_A81
2153,A59_A82
2735,A59_A83
5498,A59_A84
3286,A59_A85
1891,A59_A86
1196,A59_A87
2055,A59_A88
2211,A59_A89
2636,A59_A90
1475,A59_A91
6724,A59_A92
5894,A59_A93
3712,A59_A94
2077,A59_A95
5529,A59_A96
1393,A59_A97
1594,A59_A98
1966,A59_A99
2353,A59_A100
0,A60_A60
7935,A60_A61
8810,A60_A62
1765,A60_A63
5561,A60_A64
4486,A60_A65
3402,A60_A66
4640,A60_A67
22696,A60_A68
6682,A60_A69
3253,A60_A70
2929,A60_A71
5924,A60_A72
3299,A60_A73
7336,A60_A74
3353,A60_A75
2683,A60_A76
22686,A60_A77
8177,A60_A78
7416,A60_A79
2801,A60_A80
2052,A60_A81
5392,A60_A82
3643,A60_A83
2256,A60_A84
3633,A60_A85
7437,A60_A86
5291,A60_A87
4887,A60_A88
4283,A60_A89
5103,A60_A90
4867,A60_A91
1459,A60_A92
2373,A60_A93
3392,A60_A94
6789,A60_A95
814,A60_A96
5841,A60_A97
5927,A60_A98
4430,A60_A99
5131,A60_A100
0,A61_A61
1098,A61_A62
6247,A61_A63
2375,A61_A64
3497,A61_A65
4558,A61_A66
3365,A61_A67
19976,A61_A68
1307,A61_A69
4706,A61_A70
5068,A61_A71
12939,A61_A72
5190,A61_A73
917,A61_A74
4583,A61_A75
5264,A61_A76
19957,A61_A77
249,A61_A78
1107,A61_A79
5468,A61_A80
6835,A61_A81
2762,A61_A82
4521,A61_A83
6665,A61_A84
4466,A61_A85
664,A61_A86
3159,A61_A87
3105,A61_A88
3653,A61_A89
3231,A61_A90
3204,A61_A91
8055,A61_A92
7007,A61_A93
4843,A61_A94
1552,A61_A95
7154,A61_A96
2118,A61_A97
2090,A61_A98
3536,A61_A99
3051,A61_A100
0,A62_A62
7082,A62_A63
3286,A62_A64
4462,A62_A65
5409,A62_A66
4347,A62_A67
20544,A62_A68
2140,A62_A69
5558,A62_A70
5897,A62_A71
13967,A62_A72
6214,A62_A73
2011,A62_A74
5469,A62_A75
6127,A62_A76
20525,A62_A77
879,A62_A78
2175,A62_A79
6458,A62_A80
7836,A62_A81
3808,A62_A82
5273,A62_A83
7676,A62_A84
5452,A62_A85
1762,A62_A86
3746,A62_A87
4086,A62_A88
4547,A62_A89
4293,A62_A90
3969,A62_A91
9031,A62_A92
8032,A62_A93
5845,A62_A94
2650,A62_A95
8013,A62_A96
3104,A62_A97
3116,A62_A98
4380,A62_A99
4094,A62_A100
0,A63_A63
3877,A63_A64
2899,A63_A65
1689,A63_A66
3067,A63_A67
22311,A63_A68
4970,A63_A69
1542,A63_A70
1185,A63_A71
7535,A63_A72
2294,A63_A73
5713,A63_A74
1697,A63_A75
1003,A63_A76
22300,A63_A77
6484,A63_A78
5822,A63_A79
1782,A63_A80
2096,A63_A81
3856,A63_A82
1878,A63_A83
2164,A63_A84
2231,A63_A85
5788,A63_A86
3526,A63_A87
3292,A63_A88
2610,A63_A89
3662,A63_A90
3120,A63_A91
2556,A63_A92
2534,A63_A93
2156,A63_A94
5214,A63_A95
952,A63_A96
4194,A63_A97
4309,A63_A98
2714,A63_A99
3625,A63_A100
0,A64_A64
1196,A64_A65
2188,A64_A66
1110,A64_A67
20557,A64_A68
1149,A64_A69
2335,A64_A70
2704,A64_A71
10725,A64_A72
3013,A64_A73
1887,A64_A74
2208,A64_A75
2890,A64_A76
20542,A64_A77
2616,A64_A78
2053,A64_A79
3195,A64_A80
4578,A64_A81
967,A64_A82
2235,A64_A83
4430,A64_A84
2193,A64_A85
1924,A64_A86
1423,A64_A87
865,A64_A88
1278,A64_A89
1426,A64_A90
1002,A64_A91
5749,A64_A92
4806,A64_A93
2605,A64_A94
1543,A64_A95
4779,A64_A96
425,A64_A97
651,A64_A98
1181,A64_A99
1139,A64_A100
0,A65_A65
1307,A65_A66
174,A65_A67
20436,A65_A68
2338,A65_A69
1427,A65_A70
1815,A65_A71
9530,A65_A72
1830,A65_A73
2851,A65_A74
1212,A65_A75
1899,A65_A76
20421,A65_A77
3744,A65_A78
2936,A65_A79
2001,A65_A80
3383,A65_A81
968,A65_A82
1676,A65_A83
3234,A65_A84
997,A65_A85
2960,A65_A86
1936,A65_A87
401,A65_A88
510,A65_A89
944,A65_A90
1199,A65_A91
4569,A65_A92
3611,A65_A93
1410,A65_A94
2319,A65_A95
3737,A65_A96
1378,A65_A97
1443,A65_A98
777,A65_A99
784,A65_A100
0,A66_A66
1481,A66_A67
21506,A66_A68
3286,A66_A69
149,A66_A70
524,A66_A71
8875,A66_A72
1828,A66_A73
4039,A66_A74
262,A66_A75
721,A66_A76
21493,A66_A77
4796,A66_A78
4162,A66_A79
1623,A66_A80
2836,A66_A81
2272,A66_A82
655,A66_A83
2762,A66_A84
1129,A66_A85
4104,A66_A86
2031,A66_A87
1668,A66_A88
933,A66_A89
2201,A66_A90
1483,A66_A91
3811,A66_A92
3185,A66_A93
1403,A66_A94
3569,A66_A95
2605,A66_A96
2516,A66_A97
2646,A66_A98
1030,A66_A99
2086,A66_A100
0,A67_A67
20299,A67_A68
2235,A67_A69
1601,A67_A70
1989,A67_A71
9631,A67_A72
1904,A67_A73
2699,A67_A74
1384,A67_A75
2068,A67_A76
20284,A67_A77
3613,A67_A78
2777,A67_A79
2112,A67_A80
3491,A67_A81
795,A67_A82
1838,A67_A83
3335,A67_A84
1105,A67_A85
2816,A67_A86
1984,A67_A87
261,A67_A88
658,A67_A89
792,A67_A90
1258,A67_A91
4692,A67_A92
3703,A67_A93
1504,A67_A94
2156,A67_A95
3898,A67_A96
1249,A67_A97
1295,A67_A98
891,A67_A99
614,A67_A100
0,A68_A68
20556,A68_A69
21553,A68_A70
21844,A68_A71
22165,A68_A72
20040,A68_A73
19437,A68_A74
21278,A68_A75
21679,A68_A76
29,A68_A77
19997,A68_A78
19157,A68_A79
20534,A68_A80
20673,A68_A81
19731,A68_A82
22059,A68_A83
20490,A68_A84
20411,A68_A85
19651,A68_A86
21979,A68_A87
20273,A68_A88
20946,A68_A89
19512,A68_A90
21413,A68_A91
21436,A68_A92
20324,A68_A93
20286,A68_A94
19275,A68_A95
22509,A68_A96
20170,A68_A97
19932,A68_A98
21184,A68_A99
19745,A68_A100
0,A69_A69
3434,A69_A70
3786,A69_A71
11865,A69_A72
4131,A69_A73
1188,A69_A74
3334,A69_A75
4001,A69_A76
20539,A69_A77
1529,A69_A78
1453,A69_A79
4339,A69_A80
5721,A69_A81
1826,A69_A82
3216,A69_A83
5569,A69_A84
3334,A69_A85
1071,A69_A86
1895,A69_A87
1978,A69_A88
2408,A69_A89
2335,A69_A90
1898,A69_A91
6898,A69_A92
5938,A69_A93
3738,A69_A94
1306,A69_A95
5890,A69_A96
1038,A69_A97
1137,A69_A98
2257,A69_A99
2088,A69_A100
0,A70_A70
389,A70_A71
8741,A70_A72
1789,A70_A73
4181,A70_A74
275,A70_A75
573,A70_A76
21540,A70_A77
4944,A70_A78
4301,A70_A79
1546,A70_A80
2721,A70_A81
2395,A70_A82
708,A70_A83
2655,A70_A84
1150,A70_A85
4248,A70_A86
2163,A70_A87
1797,A70_A88
1074,A70_A89
2303,A70_A90
1629,A70_A91
3675,A70_A92
3080,A70_A93
1383,A70_A94
3705,A70_A95
2456,A70_A96
2659,A70_A97
2785,A70_A98
1178,A70_A99
2200,A70_A100
0,A71_A71
8528,A71_A72
1940,A71_A73
4561,A71_A74
626,A71_A75
345,A71_A76
21831,A71_A77
5303,A71_A78
4686,A71_A79
1600,A71_A80
2617,A71_A81
2784,A71_A82
789,A71_A83
2582,A71_A84
1437,A71_A85
4623,A71_A86
2399,A71_A87
2186,A71_A88
1456,A71_A89
2679,A71_A90
1939,A71_A91
3466,A71_A92
3006,A71_A93
1588,A71_A94
4092,A71_A95
