GISID,SegID,the_geom,StreetID,StatusID,SegPart,StrType,DTUpdate,PolyArea,SegDescr
3859,30073,"-37.80380924037593, 144.93826022275982",3220,9,1,Rail/Tram,20210923,69683,Arden Siding Railway
1084,21373,"-37.80595293725518, 144.95025787333574",1035,2,1,Council Major,20210923,2516,Roden Street between King Street and Eades Place
3535,21917,"-37.817143155622986, 144.9899363443971",714,1,1,Arterial,20210923,720,Hoddle Street between Wellington Parade and Wellington Parade South
4060,20243,"-37.81300618600859, 144.972853474794",1222,3,2,Council Minor,20210923,22,Coates Lane from Little Collins Street
2454,30519,"-37.80755724991315, 144.95222601492267",2873,4,1,Private,20210923,31,Pl5129
614,22964,"-37.793791364346795, 144.9319995743256",119632,2,1,Council Major,20210923,2506,Barnett Street between Robertson Street and Macaulay Road
2535,30644,"-37.821971991320225, 144.91946731539608",1383,4,1,Private,20210923,5669,Central Boulevard
2293,21719,"-37.79767983571663, 144.92878387193394",0,2,1,Council Major,20210923,408,Intersection of Derby Street and Ormond Street
3038,20095,"-37.814151232725884, 144.9672955971464",812,2,1,Council Major,20210923,2261,Little Collins Street between Russell Street and Swanston Street
2789,21204,"-37.798415475766376, 144.94958526482705",1289,3,1,Council Minor,20210923,154,Sykes Lane from Harker Street
3382,20340,"-37.811294962573776, 144.96003291731066",682,3,1,Council Minor,20210923,681,Guildford Lane between Queen Street and Sutherland Street
2504,23355,"-37.8101449527174, 144.98723541249137",1548,3,1,Council Minor,20210923,309,Contractors Lane from Victoria Parade
3381,20341,"-37.8114366116528, 144.96025816014296",860,3,1,Council Minor,20210923,447,McLean Alley between Sutherland Street and Guildford Lane
1108,21398,"-37.80730508509534, 144.95534398994815",194,3,1,Council Minor,20210923,74,Cl1199 from Peel Street
1245,21489,"-37.80814781843419, 144.95170776468728",0,1,1,Arterial,20210923,1452,Intersection of King Street and Rosslyn Street
1851,21607,"-37.80673052332785, 144.9636198986704",1152,1,1,Arterial,20210923,3005,Victoria Street between Cardigan Street and Swanston Street
1553,20692,"-37.79757153092875, 144.96825559943048",51,3,1,Council Minor,20210923,38,Cl1338 from Cochrane Place
1406,21898,"-37.813511889389225, 144.98521926446077",3246,3,1,Council Minor,20210923,205,Magnolia Place from Powlett Street
1385,21921,"-37.815004023879084, 144.98807944834883",1073,2,1,Council Major,20210923,3057,Simpson Street between George Street and Hotham Street
1883,20866,"-37.804485189658095, 144.95991905483797",1204,3,1,Council Minor,20210923,70,Austral Place between Leicester Street and Berkeley Street
2698,21085,"-37.80105564576904, 144.95073396884138",395,2,1,Council Major,20210923,3015,Arden Street between Leveson Street and Errol Street
3987,30834,"-37.81858638645743, 144.97932085852887",118878,9,1,Rail/Tram,20210923,718,William Barak Bridge
616,22960,"-37.79070853406425, 144.93252886436855",119632,2,1,Council Major,20210923,1809,Barnett Street between Parsons Street and Smith Street
173,30236,"-37.80055068938213, 144.9618668013713",2861,4,1,Private,20210923,37,Pl5120
322,30407,"-37.805325727176786, 144.9540577687237",2909,4,1,Private,20210923,75,Pl5161
3141,21951,"-37.817122495171404, 144.98881300888783",1169,1,1,Arterial,20210923,4336,Wellington Parade between Hoddle Street and Simpson Street
2496,30593,"-37.808903383138286, 144.97687941937062",3079,4,1,Private,20210923,45,Pl5302
2964,21288,"-37.795560416363145, 144.93667725634967",774,2,1,Council Major,20210923,1021,Langford Street between Steel Street and MacAulay Road
3680,22024,"-37.827412592649864, 144.95940480737212",1363,2,1,Council Major,20210923,884,Clarke Street between Hancock Street and Catherine Street
3047,20082,"-37.81388645153418, 144.96440254185936",455,2,1,Council Major,20210923,6068,Bourke Street between Swanston Street and Elizabeth Street
1020,22730,"-37.836467400309594, 144.98204657205147",960,2,1,Council Major,20210923,3351,Park Street between Mason Street and Randall Place
378,22937,"-37.78174689805332, 144.94129335443182",119274,2,1,Council Major,20210923,1364,Galada Avenue between Oak Street and Parkville Avenue
2334,21759,"-37.79510007149007, 144.92433302870472",117953,2,1,Council Major,20210923,1373,Cairncross Lane between Kensington Road and Bangalore Street
3676,22020,"-37.82719246241129, 144.95863024131063",1345,1,1,Arterial,20210923,3120,City Road between Clarke Street and Clarendon Street
457,23043,"-37.79066665043789, 144.93084737751428",119640,2,1,Council Major,20210923,1407,Mulgrave Street between Eastwood Street and Rankins Road
3703,22047,"-37.82594550426568, 144.96213381886815",0,2,1,Council Major,20210923,607,Intersection of Kavanagh Street and Balston Street
2906,21160,"-37.799654337520515, 144.94460221523096",949,2,1,Council Major,20210923,1807,O'Shanassy Street between Lothian Street and Dryburgh Street
3305,20421,"-37.817396195332094, 144.95716804382837",851,3,1,Council Minor,20210923,585,McCrackens Lane from Little Collins Street
1369,21945,"-37.81652483951976, 144.9864951838192",1169,1,1,Arterial,20210923,6104,Wellington Parade between Simpson Street and Powlett Street
3180,20264,"-37.81187175113941, 144.9690259829593",543,3,2,Council Minor,20210923,198,Croft Alley from Paynes Place
1468,22909,"-37.82109782063594, 144.96201733608916",117960,6,1,Lease/Reserve,20210923,5878,Queensbridge Square between Queens Bridge Street and Southbank Boulevard
3612,22804,"-37.82254364420024, 144.94985681837116",117786,1,1,Arterial,20210923,3839,Intersection of Wurundjeri Way and Batmans Hill Drive
1372,21941,"-37.815526736285285, 144.9845046996977",24,3,1,Council Minor,20210923,166,Cl1616 from George Street
2289,21715,"-37.798036378245136, 144.9299822959655",1119,2,1,Council Major,20210923,1574,Tennyson Street between Southey Street and Arden Street
3134,30744,"-37.81581055782471, 144.9598607917262",118671,4,1,Private,20210923,814,New Chancery Lane
1574,20534,"-37.797919037309484, 144.9674158745165",840,2,1,Council Major,20210923,4283,Lygon Street between Faraday Street and Elgin Street
3262,20078,"-37.812441727775855, 144.96933309041253",455,2,1,Council Major,20210923,6076,Bourke Street between Exhibition Street and Russell Street
4107,22819,"-37.82013854765479, 144.95045841082703",526,2,6,Council Major,20210923,87,Collins Street between Spencer Street and Batmans Hill Drive
4109,30879,"-37.77962696427318, 144.95912875346124",120159,4,1,Private,20210923,161,Bridleway Walk
2641,20947,"-37.80525573988725, 144.95559688808964",1235,3,1,Council Minor,20210923,125,Denby Lane from Capel Street
28,30039,"-37.80851454250823, 144.9158679884034",1333,5,1,Port Roads,20210923,4156,Dock Link Road
1621,20483,"-37.80457220414911, 144.9632583732989",0,2,1,Council Major,20210923,904,Intersection of Swanston Street and Queensberry Street
655,23174,"-37.79333460448015, 144.92819411785607",119747,3,1,Council Minor,20210923,164,CL0123 (2) between Wight Street and New Street
34,30051,"-37.80531428723948, 144.92474672438263",3223,9,1,Rail/Tram,20210923,33868,South Dynon Railway
1646,20458,"-37.8031990332347, 144.96048390266236",786,2,1,Council Major,20210923,6138,Leicester Street between Queensberry Street and Pelham Street
3459,20175,"-37.81353660862027, 144.9600302319048",1010,2,1,Council Major,20210923,2904,Queen Street between Little Bourke Street and Lonsdale Street
1476,22850,"-37.83533198412806, 144.97997154465273",311,3,1,Council Minor,20210923,278,Cl1620 from Millswyn Street
2399,30450,"-37.80634319676931, 144.94440253549485",2885,4,1,Private,20210923,43,Pl5141
745,22892,"-37.8234897881379, 144.94726345248998",117936,3,1,Council Minor,20210923,1087,Webb Bridge between North Wharf Road and River Esplanade
1804,20578,"-37.79961382549279, 144.97258567834163",479,2,1,Council Major,20210923,892,Canning Street between Murchison Street and Faraday Street
2856,21030,"-37.80436952706598, 144.9420783011867",0,2,1,Council Major,20210923,913,Intersection of Victoria Street and Munster Terrace
3506,22614,"-37.81143233334421, 144.95755452104396",780,2,1,Council Major,20210923,614,Intersection of La Trobe Street and Wills Street
4080,23317,"-37.795770597242615, 144.92435334876689",117892,6,1,Lease/Reserve,20210923,123,Fisken Walk between Kensington Road and Fisken Place
1978,20762,"-37.799659874051756, 144.96665085620177",771,3,1,Council Minor,20210923,658,Lygon Lane between Grattan Lane and Faraday Lane
2621,20927,"-37.80476713047705, 144.95809051186615",1223,3,1,Council Minor,20210923,74,Connors Lane from O'Connell Street
1049,22758,"-37.84508738735213, 144.9850782280675",1004,1,1,Arterial,20210923,1098,Punt Road between Commercial Road and Park Lane
3019,20264,"-37.811683650226, 144.96894825163469",543,3,1,Council Minor,20210923,5,Croft Alley from Paynes Place
2674,20981,"-37.80321644493557, 144.95110018341626",0,2,1,Council Major,20210923,919,Intersection of Queensberry Street and Leveson Street
3935,23276,"-37.81608205486268, 144.93772737726653",120053,3,1,Council Minor,20210923,466,Baudin Lane between Pearl River Road and Wattle Road
4169,23381,"-37.799024436305906, 144.9451767647074",119620,3,1,Council Major,20210923,1476,Plane Tree Way between Dryburgh Street and Abbotsford Street
1221,21626,"-37.80685248044486, 144.96079881166315",1120,2,1,Council Major,20210923,2833,Therry Street between Victoria Street and Elizabeth Street
532,23129,"-37.79039251029542, 144.94106900617984",119647,3,1,Council Minor,20210923,647,George Street from Alfred Street
3734,22079,"-37.82341705550736, 144.96675283734498",1343,2,1,Council Major,20210923,4041,Southbank Boulevard between Sturt Street and Moore Street
3272,20016,"-37.80789108504026, 144.96966715310256",780,2,1,Council Major,20210923,4122,La Trobe Street between Victoria Street and Exhibition Street
488,23067,"-37.79104037902332, 144.93157754402557",119633,2,1,Council Major,20210923,1082,Rankins Road between Mulgrave Street and Smith Street
2960,21254,"-37.79629021835512, 144.94847578235792",500,2,1,Council Major,20210923,10813,Chapman Street between Harker Street and Abbotsford Street
3826,30793,"-37.794293393572445, 144.9306642358203",3218,9,1,Rail/Tram,20210923,471,Craigieburn Railway
911,22252,"-37.836551724604355, 144.98095624274288",884,2,1,Council Major,20210923,2248,Mason Street between Park Street and Randall Place
416,22955,"-37.82102398908164, 144.94739405997944",0,2,1,Council Major,20210923,1136,Intersection of Collins Street and Harbour Esplanade
3168,20278,"-37.808928701106744, 144.96845133042888",613,3,1,Council Minor,20210923,292,Evans Lane from Exploration Lane
422,23034,"-37.82005747261055, 144.94569862447187",119689,3,1,Council Minor,20210923,368,Encounter Way between Navigation Drive and Geographe Street
359,22875,"-37.83586492617748, 144.976198995244",300,3,1,Council Minor,20210923,99,Cl1554 from Arnold Street
3444,20190,"-37.81783293309398, 144.95638822976937",761,1,1,Arterial,20210923,2788,King Street between Collins Street and Little Collins Street
226,30297,"-37.79756130745494, 144.96665126676817",817,4,1,Private,20210923,96,Little Elgin Street
3913,23259,"-37.82239784592785, 144.93729931608604",120031,2,1,Council Major,20210923,1469,South Wharf Drive between Foundry Way and Riggers Place
455,22998,"-37.79121127356911, 144.93020001732708",594,2,1,Council Major,20210923,479,Intersection of Eastwood Street and Smith Street
3698,22042,"-37.82570738445501, 144.96014581964977",0,1,1,Arterial,20210923,3479,Intersection of Kings Way and City Road
332,30424,"-37.80073581686604, 144.95113675455173",394,4,1,Private,20210923,3,Arden Lane
1840,21556,"-37.8030612625994, 144.96879535330316",975,2,1,Council Major,20210923,3029,Pelham Street between Rathdowne Street and Drummond Street
1857,22363,"-37.79512756410879, 144.95811491286162",1041,1,1,Arterial,20210923,6968,Royal Parade between Bayles Street and Morrah Street
3733,22078,"-37.82453194226914, 144.96568799682737",1350,2,1,Council Major,20210923,4739,Moore Street between Southbank Boulevard and Southern Link Road
3333,20391,"-37.817748813405444, 144.96432068731664",634,3,1,Council Minor,20210923,339,Flinders Court between Flinders Lane and Flinders Street
2961,21255,"-37.794902103599725, 144.94776235288901",406,3,1,Council Minor,20210923,589,Avis Lane from Chapman Street
255,23373,"-37.80179496364941, 144.9432724181006",2987,3,1,Council Minor,20210923,68,PT5230 between De Feu Street and Cl1685
3541,22635,"-37.8167955040406, 144.9820520645975",1170,2,1,Council Major,20210923,243,Intersection of Wellington Parade South and Jolimont Terrace
2793,21257,"-37.795054894990336, 144.94926972625095",632,1,1,Arterial,20210923,24482,Flemington Road between Gatehouse Street and Abbotsford Street
1323,21488,"-37.81096236132752, 144.9478138155178",0,1,1,Arterial,20210923,916,Intersection of Dudley Street and Adderley Street
2788,21203,"-37.798252369101114, 144.94977858897698",1309,3,2,Council Minor,20210923,254,Weirs Lane from Harker Street
1558,20687,"-37.79683826938601, 144.96812518833275",1203,3,1,Council Minor,20210923,369,Astor Place from Lygon Street
3819,23216,"-37.79000566423627, 144.92479633938697",119662,2,1,Council Major,20210923,330,Drury Street between Export Lane and The Lairidge
2036,22319,"-37.796236076050505, 144.9521105715087",957,3,1,Council Minor,20210923,377,Park Grove from Gatehouse Street
1172,21520,"-37.81109181824165, 144.95686225824477",1075,3,1,Council Minor,20210923,747,Singers Lane between Wills Street and La Trobe Street
3273,20003,"-37.81047209653111, 144.9684347767159",803,2,1,Council Major,20210923,6011,Lonsdale Street between Exhibition Street and Russell Street
2669,20976,"-37.803770513898456, 144.95199352754338",1288,3,1,Council Minor,20210923,184,Stedeford Lane from Little Leveson Street
2569,30685,"-37.83557664669782, 144.98076862025",1575,4,1,Private,20210923,43,PL5068
2847,21021,"-37.804599674701095, 144.94418926713928",0,1,1,Arterial,20210923,611,Intersection of Victoria Street and Lothian Street
3722,22066,"-37.821200272370554, 144.96727637405834",1345,1,1,Arterial,20210923,7416,City Road between Southgate Avenue and Sturt Street
2990,21317,"-37.79567695072002, 144.93772836660108",736,3,1,Council Minor,20210923,518,Ink Lane between Boundary Road and Langford Street
3542,22636,"-37.8165926302735, 144.98245701287595",1170,2,1,Council Major,20210923,1919,Wellington Parade South between Wellington Parade and Jolimont Terrace
2532,30641,"-37.82219556032588, 144.91805064301266",1384,4,1,Private,20210923,3950,Westside Avenue
3599,22771,"-37.80618069121151, 144.907730336588",117858,1,1,Arterial,20210923,649,Shepherd Bridge from Footscray Road
3511,20284,"-37.811622558943604, 144.9666516826693",701,3,1,Council Minor,20210923,586,Heffernan Lane between Lonsdale Street and Little Bourke Street
1732,20641,"-37.792475459488955, 144.9697519091388",0,1,1,Arterial,20210923,161,Intersection of Drummond Street and Princes Street
3105,20010,"-37.81299822030083, 144.959783880092",0,2,1,Council Major,20210923,949,Intersection of Lonsdale Street and Queen Street
3608,22786,"-37.81361229646515, 144.94190712294682",117870,3,1,Council Minor,20210923,994,Aquitania Way between Docklands Drive and Caravel Lane
2288,21714,"-37.797487738562424, 144.93091819198582",1119,2,1,Council Major,20210923,1048,Tennyson Street between Bellair Street and Southey Street
3245,20140,"-37.81351336576115, 144.97122459748",615,2,1,Council Major,20210923,2859,Exhibition Street between Collins Street and Little Collins Street
3125,22462,"-37.827213654779605, 144.9675803659857",1355,2,1,Council Major,20210923,5798,Dodds Street between Miles Street and Grant Street
3025,20112,"-37.815853934750244, 144.96529858201754",526,2,1,Council Major,20210923,5974,Collins Street between Swanston Street and Elizabeth Street
3786,22170,"-37.82786150085424, 144.90880977603595",1389,2,1,Council Major,20210923,15615,Wharf Road from Todd Road
3649,22151,"-37.82993872708284, 144.91686855644372",1447,1,1,Arterial,20210923,29576,Cook Street between Salmon Street and Todd Road
2136,23201,"-37.78459863652445, 144.91845862841322",605,1,1,Arterial,20210923,3196,Epsom Road between Flemington Drive and Flemington/Showgrounds Railway
810,21932,"-37.81442237147711, 144.98286894154052",515,2,1,Council Major,20210923,3075,Clarendon Street between George Street and Hotham Street
585,23020,"-37.7899452385415, 144.9269679220084",119636,2,1,Council Major,20210923,2947,Market Street between Liddy Street and Deveney Street
970,22300,"-37.836508540585896, 144.98684138748823",1004,1,1,Arterial,20210923,977,Punt Road between Tivoli Place and Mona Place
1961,20781,"-37.796356457189624, 144.96647162433646",286,3,1,Council Minor,20210923,51,Cl1270 from Cardigan Street
828,21595,"-37.808860975619076, 144.9798230887951",1151,1,1,Arterial,20210923,3830,Victoria Parade between Eades Street and Lansdowne Street
3627,22184,"-37.82242148876672, 144.96108604586425",1009,2,1,Council Major,20210923,4636,Queens Bridge Street between Queens Bridge and Power Street
1386,21920,"-37.81554515840818, 144.98798828829294",0,2,1,Council Major,20210923,634,Intersection of Simpson Street and George Street
514,23144,"-37.788087689909574, 144.9281842300758",119624,1,1,Arterial,20210923,1593,Racecourse Road between Bellair Street and Calwell Street
4002,30839,"-37.81844788888022, 144.97466990180067",118878,9,1,Rail/Tram,20210923,574,William Barak Bridge
1522,22599,"-37.79265359096953, 144.9593987154828",524,2,1,Council Major,20210923,9022,College Crescent between Royal Parade and Cemetery Road West
1505,22503,"-37.80276092158464, 144.9620681994543",456,2,1,Council Major,20210923,1986,Bouverie Street between Lincoln Square South and Pelham Street
2300,21726,"-37.79697425857494, 144.92812814581552",0,2,1,Council Major,20210923,414,Intersection of Derby Street and Wolseley Parade
3742,22086,"-37.82298592873937, 144.96751143503698",364,2,1,Council Major,20210923,2072,Sturt Street between Kavanagh Street and Southbank Boulevard
3104,20011,"-37.81335760252319, 144.9585450785322",803,2,1,Council Major,20210923,6124,Lonsdale Street between Queen Street and William Street
309,30392,"-37.80344707374476, 144.950632566673",2941,4,1,Private,20210923,114,Pl5188
1509,22507,"-37.79875485042351, 144.96802260107373",621,2,1,Council Major,20210923,3038,Faraday Street between Drummond Street and Lygon Street
3825,30792,"-37.79074078068214, 144.92978864699074",3218,9,1,Rail/Tram,20210923,16952,Craigieburn Railway
2768,21179,"-37.800070827387756, 144.95088822659073",875,3,1,Council Minor,20210923,188,Market Lane between O'Shanassy Street and Harcourt Street
890,22214,"-37.837489924940684, 144.97997711321656",1127,1,1,Arterial,20210923,394,Intersection of Toorak Road and Millswyn Street
4113,23325,"-37.821985108659966, 144.9353892634386",120031,2,1,Council Major,20210923,1335,South Wharf Drive between Bass Lane and Straitsman Lane
1900,20846,"-37.80086925227235, 144.96193773836308",512,3,1,Council Minor,20210923,303,Church Street between Bouverie Street and Leicester Street
751,22798,"-37.79143622061229, 144.92217882220262",1438,2,1,Council Major,20210923,1286,Stockmans Way between Watkins Way and Colonial Place
4136,23338,"-37.80266388347953, 144.94903745952473",2965,3,1,Council Minor,20210923,119,Strang Lane between Queensberry Street and Dangerfield Lane
796,21969,"-37.81647973013328, 144.978971167211",0,1,1,Arterial,20210923,914,Intersection of Jolimont Road and Wellington Parade South
3960,23296,"-37.81638058546056, 144.93800047490322",117864,16,1,Road Safety Act,20210923,1403,Newquay Promenade between Pearl River Road and Wattle Road
3031,20102,"-37.81664898916244, 144.95863477247906",0,2,1,Council Major,20210923,399,Intersection of William Street and Little Collins Street
4057,23312,"-37.79391520406139, 144.9703667941307",120134,3,1,Council Minor,20210923,1218,Colgan Street between Rathdowne Street and Drummond Street
369,22921,"-37.776739996920675, 144.94202852310315",119271,2,1,Council Major,20210923,2658,Parkville Avenue between Strickland Road and Park Street
1965,20775,"-37.79534961456536, 144.96711211039317",1540,3,1,Council Minor,20210923,66,Cl1053 between Waterloo Street and Palmerston Street
1004,22714,"-37.832948058997566, 144.98393270419018",383,2,1,Council Major,20210923,1128,Anderson Street between Acland Street and Fairlie Court
134,30195,"-37.81333359811333, 144.9726395790352",1029,4,1,Private,20210923,32,Ridgway Place
1423,21878,"-37.813002154674024, 144.99067604766455",714,1,1,Arterial,20210923,1397,Hoddle Street between Gipps Street and Grey Street
2849,21023,"-37.80355015501246, 144.94437651750366",804,2,1,Council Major,20210923,4157,Lothian Street between Victoria Street and Queensberry Street
2601,22805,"-37.82264044323802, 144.94902481490388",3088,1,1,Arterial,20210923,1608,Charles Grimes Bridge between Wurundjeri Way and Montague Street
19,30026,"-37.81713820455279, 144.92395585891435",3096,8,1,River,20210923,179328,Appleton Dock
1176,21524,"-37.81016424911868, 144.95770235895068",368,2,1,Council Major,20210923,2143,A'Beckett Street between Wills Street and Queen Street
1435,21866,"-37.81202083780924, 144.9872661819549",677,2,1,Council Major,20210923,6158,Grey Street between Simpson Street and Powlett Street
3747,22097,"-37.83098197087575, 144.967323397527",0,2,1,Council Major,20210923,305,Intersection of Dorcas Street and Dodds Street
86,30126,"-37.81696435459735, 144.9662789937339",1042,4,1,Private,20210923,168,Royston Place
1395,21910,"-37.81455052983873, 144.9893245252276",725,2,1,Council Major,20210923,5166,Hotham Street between Hoddle Street and Simpson Street
3453,20181,"-37.81816160065561, 144.95934453576896",1179,2,1,Council Major,20210923,2739,William Street between Flinders Lane and Collins Street
3997,30837,"-37.81825131785208, 144.97625446897734",118878,9,1,Rail/Tram,20210923,749,William Barak Bridge
2015,22410,"-37.78793424145484, 144.94167326496884",510,2,1,Council Major,20210923,1912,Church Street between Flemington Road and Manningham Street
465,22994,"-37.789646364024705, 144.9298233159635",594,2,1,Council Major,20210923,442,Intersection of Eastwood Street and Parsons Street
1540,20732,"-37.805711340711206, 144.96813640470435",603,3,1,Council Minor,20210923,412,Elm Tree Place between Queensberry Street and Drummond Street
4052,20637,"-37.79396947411127, 144.9720800825337",3154,3,1,Council Minor,20210923,10,Dalgety Place from Neill Street
1277,21360,"-37.80709061140771, 144.9469668649203",0,1,1,Arterial,20210923,925,Intersection of Hawke Street and Spencer Street
47,30079,"-37.81846967563056, 144.92987603745087",3095,8,1,River,20210923,48791,Victoria Harbour
2524,30627,"-37.81670417180313, 144.9729265168956",117873,9,1,Rail/Tram,20210923,1396,Melbourne Park Tramway
1970,20769,"-37.799243583572725, 144.96764332317002",117744,3,1,Council Minor,20210923,103,La Mama Place from University Street
877,22201,"-37.83501621195582, 144.977145123386",466,2,1,Council Major,20210923,1325,Bromby Street between Adams Street and Arnold Street
2664,20971,"-37.8046276082056, 144.95344036648405",1251,3,1,Council Minor,20210923,41,Fountain Inn Lane from Gardiner Street
110,30162,"-37.812892669590816, 144.97338626335969",2995,4,1,Private,20210923,102,Pl5235
3483,20151,"-37.811368596272835, 144.96744090599577",1045,2,1,Council Major,20210923,2903,Russell Street between Little Bourke Street and Lonsdale Street
1378,21928,"-37.81519713943703, 144.98764156534494",25,3,1,Council Minor,20210923,130,Cl1460 from Simpson Street
1997,22858,"-37.794962742906634, 144.97391134754054",1515,3,1,Council Minor,20210923,15,PH8027 between Cl1265 and Cl1561
1153,21500,"-37.812101695956116, 144.95094257122506",0,1,1,Arterial,20210923,596,Intersection of Spencer Street and Jeffcott Street
857,20891,"-37.809737663003915, 144.9774111677799",375,2,1,Council Major,20210923,4006,Albert Street between Morrison Place and Lansdowne Street
3864,30810,"-37.81581719226005, 144.96881127713397",2231,4,1,Private,20210923,82,Ramsden Place
2568,30684,"-37.83631493124798, 144.9806593943797",1578,4,1,Private,20210923,60,Pl5069
661,23175,"-37.7925501390054, 144.92830405918403",119729,3,1,Council Minor,20210923,335,CL0121 between McMeikan Street and New Street
2577,30693,"-37.83401272158374, 144.98648278813553",1586,4,1,Private,20210923,40,Endion Mews
1568,20540,"-37.793091287863554, 144.9682527091628",840,2,1,Council Major,20210923,3510,Lygon Street between Lytton Street and Princes Street
52,30086,"-37.817139596384244, 144.958034384743",3215,4,1,Private,20210923,267,Pl5359
16,30023,"-37.81607402323942, 144.96292735170883",0,4,1,Private,20210923,18,
1879,20871,"-37.8028046991177, 144.96105151514928",1582,3,1,Council Minor,20210923,291,Cl1002 from Leicester Place
2349,21774,"-37.79188461482492, 144.92322203801095",1305,3,1,Council Minor,20210923,621,Rogan Lane from Woodruff Street
976,22306,"-37.84455007540451, 144.98474508761439",958,3,1,Council Minor,20210923,395,Park Lane between Punt Road and Pasley Street
1495,21521,"-37.8106886063885, 144.95721016229552",1180,2,1,Council Major,20210923,1090,Wills Street between La Trobe Street and A'Beckett Street
2831,21005,"-37.80435470591403, 144.94831800795677",814,3,1,Council Minor,20210923,675,Little Curzon Street between Curzon Street and Victoria Street
268,23369,"-37.79713217395268, 144.94597680019663",2953,3,1,Council Minor,20210923,61,PT5198 from Homebush Lane
3904,22439,"-37.813185857043024, 144.9419313473683",117768,2,1,Council Major,20210923,5418,Docklands Drive between Harbour Esplanade and Saint Mangos Lane
2576,30692,"-37.830519743300826, 144.98755229747206",1570,4,1,Private,20210923,6,Pl5064
183,30246,"-37.80318328409874, 144.9668686713863",1528,4,1,Private,20210923,113,PL5046
2529,30637,"-37.8276921499755, 144.90920932686436",3094,8,1,River,20210923,989808,Yarra River
849,21553,"-37.809992460923375, 144.97288223516665",931,2,1,Council Major,20210923,4080,Nicholson Street between Spring Street and Albert Street
304,30387,"-37.80301802393967, 144.9561293467785",2946,4,1,Private,20210923,53,Pl5192
843,21563,"-37.808832910750574, 144.97473173472252",38,3,1,Council Minor,20210923,45,CL1653 from Salvation Lane
1687,20697,"-37.796602429685905, 144.96990674715127",828,3,1,Council Minor,20210923,738,Little Palmerston Street between Rathdowne Street and Drummond Street
984,22815,"-37.822554566169266, 144.97542330547284",376,1,1,Arterial,20210923,1105,Alexandra Avenue between Boathouse Drive and Swan Street Bridge
4010,20063,"-37.81566402835184, 144.9541952834763",809,2,1,Council Major,20210923,30,Little Bourke Street between King Street and Spencer Street
707,22947,"-37.79386742979037, 144.94704978787806",367,2,1,Council Major,20210923,1570,Abbotsford Street between Brougham Street and Flemington Road
1094,21383,"-37.80730152570056, 144.9534366231809",0,2,1,Council Major,20210923,709,Intersection of Rosslyn Street and Howard Street
2030,22313,"-37.79711942778797, 144.95322310322493",956,2,1,Council Major,20210923,3350,Park Drive between Flemington Road and Story Street
2254,21669,"-37.79864774234548, 144.93332981505318",600,2,1,Council Major,20210923,1293,Elizabeth Street between Bruce Street and Arden Street
2064,22347,"-37.79410214944631, 144.95591686785102",956,2,1,Council Major,20210923,617,Intersection of Park Drive and Bayles Street
2836,21010,"-37.803579126913334, 144.9453534120083",0,2,1,Council Major,20210923,605,Intersection of Abbotsford Street and Elm Street
3965,23297,"-37.815840153854964, 144.93944670622045",117864,16,1,Road Safety Act,20210923,4923,NewQuay Promenade between Doepel Way and Pearl River Road
3803,22453,"-37.81161318302713, 144.9410637040076",640,1,1,Arterial,20210923,21968,Footscray Road between Docklands Drive and Waterfront Way
1480,22543,"-37.795176466281106, 144.95633544173094",117752,3,1,Council Minor,20210923,286,Butler Lane between Fitzgibbon Street and Wimble Street
3032,20101,"-37.81629648392106, 144.95992520035304",812,2,1,Council Major,20210923,2190,Little Collins Street between Queen Street and William Street
2539,30648,"-37.82706821127086, 144.9550433576331",3190,9,1,Rail/Tram,20210923,9242,St Kilda and Port Melbourne Light Railway
3833,30796,"-37.82052834879456, 144.94434246650167",119755,4,1,Private,20210923,164,Merchant Lane
2169,22540,"-37.79696601940655, 144.9202632702232",3235,3,1,Council Minor,20210923,457,Hodgson Lane between Tankard Street and Wakefield Street
3265,20051,"-37.81146476633644, 144.96886335377783",809,2,1,Council Major,20210923,2032,Little Bourke Street between Exhibition Street and Russell Street
3634,22135,"-37.82397126391275, 144.93070197037787",0,2,1,Council Major,20210923,1394,Intersection of Graham Street and Turner Street
3138,22771,"-37.80631805301836, 144.90819116642461",117858,1,3,Arterial,20210923,444,Shepherd Bridge from Footscray Road
1068,22477,"-37.846369313214645, 144.9794238734783",1056,1,1,Arterial,20210923,9165,St Kilda Road between Commercial Road and Moubray Street
1772,20610,"-37.800318527358826, 144.97400896811206",248,3,1,Council Minor,20210923,170,Cl1110 from Owen Street
942,22270,"-37.83090256866069, 144.9875081205088",517,2,1,Council Major,20210923,898,Clowes Street between Airlie Street and Punt Road
2909,21164,"-37.79917588669519, 144.94302332726818",847,1,1,Arterial,20210923,912,Intersection of MacAulay Road and Haines Street
185,30249,"-37.79815071552987, 144.97337033140442",1686,4,1,Private,20210923,8,Pl5078
2835,21009,"-37.80412184748976, 144.94525513164808",367,2,1,Council Major,20210923,3005,Abbotsford Street between Victoria Street and Elm Street
1499,22497,"-37.805135579890454, 144.96844022555567",1008,2,1,Council Major,20210923,3087,Queensberry Street between Rathdowne Street and Drummond Street
3544,22638,"-37.81939280880601, 144.98952038898204",0,1,1,Arterial,20210923,288,Intersection of Punt Road and Vale Street South
2330,21755,"-37.79431177886547, 144.9256906732039",1030,2,1,Council Major,20210923,4384,The Ridgeway between Epsom Road and Cairncross Lane
