GISID,SegID,the_geom,StreetID,StatusID,SegPart,StrType,DTUpdate,PolyArea,SegDescr
1350,21996,"-37.81182712435435, 144.9908764972683",714,1,1,Arterial,20210923,1426,Hoddle Street between Grey Street and Albert Street
2717,21104,"-37.802676948214604, 144.95154982134218",1047,3,1,Council Minor,20210923,124,Ryans Lane from Leveson Street
1177,21525,"-37.81067879834162, 144.95591965613076",1179,2,1,Council Major,20210923,670,Intersection of William Street and A'Beckett Street
2934,21228,"-37.79549719023792, 144.94482855291892",585,2,1,Council Major,20210923,3338,Dryburgh Street between Canning Street and Erskine Street
2512,30614,"-37.81034855012941, 144.99020979089042",3073,4,1,Private,20210923,259,Pl5297
3617,22775,"-37.810770524825216, 144.96099769631124",117898,3,1,Council Minor,20210923,215,St Bishoy Lane between La Trobe Street and Sutherland Street
1003,22713,"-37.83259730482906, 144.98401855527237",383,2,1,Council Major,20210923,510,Intersection of Anderson Street and Fairlie Court
915,22258,"-37.83461627950353, 144.98056707928617",900,2,1,Council Major,20210923,2526,Millswyn Street between Domain Road and St Martins Lane
2905,21159,"-37.79975323541691, 144.94551568017013",949,2,1,Council Major,20210923,1821,O'Shanassy Street between Abbotsford Street and Lothian Street
1797,20585,"-37.796206286073776, 144.97315123082956",479,2,1,Council Major,20210923,1529,Canning Street between Palmerston Street and Pitt Street
2823,20918,"-37.795102487396434, 144.9468734797124",0,2,1,Council Major,20210923,1021,Intersection of Abbotsford Street and Chapman Street
341,30437,"-37.807538902142, 144.9444641586844",2806,4,1,Private,20210923,70,Pl5100
1104,21393,"-37.80787464051844, 144.95466645373628",0,2,1,Council Major,20210923,1269,Intersection of William Street and Capel Street
2743,21134,"-37.800642593203165, 144.95290648539432",1262,3,1,Council Minor,20210923,72,Kennedys Lane from Hotham Place
3629,22187,"-37.82035879381862, 144.96759427792696",1465,2,1,Council Major,20210923,2217,Southgate Avenue between City Road and Riverside Avenue
3083,20037,"-37.80985633340503, 144.96675084924826",0,2,1,Council Major,20210923,327,Intersection of Russell Street and Little Lonsdale Street
1430,21871,"-37.81194283742216, 144.99047889340653",94,3,1,Council Minor,20210923,175,Cl1415 from Hoddle Street
140,30201,"-37.79680926042557, 144.96149551275445",3207,4,1,Private,20210923,681,Union Road
2885,21059,"-37.80047117403245, 144.94539035968134",395,2,1,Council Major,20210923,1840,Arden Street between Abbotsford Street and Lothian Street
3575,21682,"-37.80205109405594, 144.91421443366693",3103,3,1,Council Minor,20210923,1702,Ph8019 from Dynon Road
1252,21493,"-37.81165758808688, 144.94825452050932",371,2,1,Council Major,20210923,839,Intersection of Adderley Street and Batman Street
2305,21731,"-37.796107213273245, 144.927902329227",1913,3,1,Council Minor,20210923,181,Cl0154 from Durham Street
3001,21328,"-37.79764653000945, 144.9413497524048",847,1,1,Arterial,20210923,597,Intersection of MacAulay Road and Fogarty Street
1788,20594,"-37.801276951355746, 144.9571969092204",599,1,1,Arterial,20210923,10934,Intersection of Elizabeth Street and Flemington Road
799,21966,"-37.81551022768204, 144.97732793962192",0,1,1,Arterial,20210923,1166,Intersection of Wellington Parade and Lansdowne Street
2019,22414,"-37.787579530742796, 144.94214377544552",0,2,1,Council Major,20210923,344,Intersection of Manningham Street and Church Street
3416,20304,"-37.8168048013934, 144.9664908812551",521,3,1,Council Minor,20210923,107,Cocker Alley from Flinders Lane
388,22940,"-37.77772264844278, 144.94112656265526",119273,2,1,Council Major,20210923,888,Barak Street between Cade Way and Strickland Road
3472,20162,"-37.817649046488, 144.96472349067875",599,2,1,Council Major,20210923,2922,Elizabeth Street between Flinders Street and Flinders Lane
4147,23349,"-37.82156302763428, 144.9345635585226",120162,3,1,Council Minor,20210923,513,Catalina Place between Straitsman Lane and Vessel Lane
606,23002,"-37.789919985709425, 144.92528140540335",119663,3,1,Council Minor,20210923,400,Export Lane between Drury Street and Liddy Street
2115,22644,"-37.826831288642616, 144.9646685065462",117764,12,5,Citylink,20210923,63355,Southern Link Road between Westgate Freeway and Punt Road
1655,20882,"-37.796101855480984, 144.9751123910085",931,1,1,Arterial,20210923,1889,Nicholson Street between Palmerston Street and Kay Street
3755,22102,"-37.82952765851761, 144.97039431180676",117847,3,1,Council Minor,20210923,433,Anthony Lane between Coventry Street and Dorcas Street
3512,20285,"-37.81181924078059, 144.96625431340817",496,3,1,Council Minor,20210923,422,Celestial Avenue from Little Bourke Street
2471,30563,"-37.79575045300629, 144.92851181260838",1470,4,1,Private,20210923,132,Pl5005
2986,21313,"-37.79666155501349, 144.93683197723863",774,2,1,Council Major,20210923,238,Intersection of Langford Street and Straker Street
1498,22828,"-37.80750492508283, 144.95537518307813",117902,3,1,Council Minor,20210923,41,Ph8025 from Peel Street
2559,30675,"-37.83432256357618, 144.98093935811065",3115,4,1,Private,20210923,109,Pl5317
3600,22770,"-37.800970497558396, 144.9105852675666",117856,1,1,Arterial,20210923,1493,Hopetoun Bridge from Dynon Road
2052,22335,"-37.79538631549226, 144.95478777071378",0,2,1,Council Major,20210923,819,Intersection of Park Drive and Morrah Street
2523,30626,"-37.81731931417677, 144.97369729452228",117873,9,1,Rail/Tram,20210923,177,Melbourne Park Tramway
402,22950,"-37.824638040525, 144.94452079371806",117949,3,1,Council Minor,20210923,392,Ferryman Lane from Lorimer Street
3299,20427,"-37.81984867154983, 144.95788259867052",2279,3,1,Council Minor,20210923,160,Cl0481 from Highlander Lane
444,23068,"-37.79135802858711, 144.93151724026671",0,2,1,Council Major,20210923,413,Intersection of Rankins Road and Smith Street
50,30082,"-37.81559764912263, 144.9500218904687",3224,9,1,Rail/Tram,20210923,62356,Southern Cross Railway
3760,22107,"-37.828619901745014, 144.96781225567523",1354,2,1,Council Major,20210923,2114,Miles Street between Wells Street and Dodds Street
3862,30071,"-37.80230424368853, 144.93408342156815",3219,9,1,Rail/Tram,20210923,11465,North Dynon Railway
858,20890,"-37.80954498513849, 144.9756519209905",0,2,1,Council Major,20210923,1229,Intersection of Gisborne Street and Albert Street
1812,20569,"-37.79531767310794, 144.97087994697014",1024,2,1,Council Major,20210923,1509,Rathdowne Street between Pitt Street and Kay Street
1615,20489,"-37.8004221076424, 144.96397349137686",0,2,1,Council Major,20210923,908,Intersection of Swanston Street and Grattan Street
3568,30747,"-37.81894311332301, 144.94509862457667",118875,4,1,Private,20210923,1354,Captains Walk
4130,30883,"-37.82856610019576, 144.95895248043195",2840,11,1,Freeway,20210923,16,West Gate Freeway
530,23134,"-37.78952016445623, 144.93909629898425",119649,3,1,Council Minor,20210923,297,Plessey Lane from Racecourse Road
2985,21312,"-37.797024414785625, 144.93853549706964",453,2,1,Council Major,20210923,444,Boundary Road between Gracie Street and Straker Street
3939,23279,"-37.795965829511246, 144.92673708741853",117932,3,1,Council Minor,20210923,520,Clifford Terrace between Henry Street and Gower Street
1907,20839,"-37.80163007875639, 144.96301829197125",794,2,1,Council Major,20210923,1536,Lincoln Square North between Swanston Street and Bouverie Street
4091,23256,"-37.81644096267689, 144.93337215716937",117768,2,3,Council Major,20210923,1268,Docklands Drive between Pearl River Road and Docklands Drive
3554,22642,"-37.81672941686118, 144.9727570023426",117741,13,1,Citylink2,20210923,2725,Batman Avenue Bridge between Flinders Street and Batman Avenue
1331,21543,"-37.81033256125255, 144.94498854303833",1016,2,1,Council Major,20210923,445,Railway Place between Stanley Street and Roden Street
1725,20648,"-37.795469081878316, 144.9728357144342",328,3,1,Council Minor,20210923,152,Cl1557 from Kay Street
1186,22653,"-37.81050797635641, 144.95651404759687",368,2,1,Council Major,20210923,1777,A'Beckett Street between Wills Street and William Street
2001,22691,"-37.8232826416485, 144.9762302412175",376,1,1,Arterial,20210923,2694,Intersection of Alexandra Avenue and Swan Street Bridge
562,22971,"-37.79021684587331, 144.92936302166927",430,2,1,Council Major,20210923,1114,Bellair Street between Coote Street and Anthony Street
474,22990,"-37.79013321293067, 144.93083432092732",119641,3,1,Council Minor,20210923,635,Davis Street from Parsons Street
2844,21018,"-37.803426424546025, 144.94656938153784",1894,3,1,Council Minor,20210923,49,Cl0318 from Union Street
1890,20857,"-37.80309809535018, 144.95868401491222",349,3,1,Council Minor,20210923,230,Cl1014 from Berkeley Street
3611,22801,"-37.81933532903709, 144.94553097463273",455,2,1,Council Major,20210923,5067,Bourke Street between Harbour Esplanade and Enterprize Way
1210,21611,"-37.80804153818545, 144.96757914874655",98,3,1,Council Minor,20210923,279,Cl1266 from La Trobe Street
1862,22383,"-37.78472236499607, 144.9593902025054",1041,1,1,Arterial,20210923,1760,Intersection of Royal Parade and Walker Street
2473,30565,"-37.794650209383946, 144.92149431481397",1557,4,1,Private,20210923,343,Pl5062
3840,23225,"-37.8120601926195, 144.9387695079998",119758,2,1,Council Major,20210923,9679,Waterfront Way between Footscray Road and Docklands Drive
1689,20684,"-37.796229438515724, 144.96996918593496",955,2,1,Council Major,20210923,3066,Palmerston Street between Rathdowne Street and Drummond Street
583,23059,"-37.791229495506556, 144.92596969455892",119660,3,1,Council Minor,20210923,1013,Percy Street between Market Street and Danks Lane
2397,30448,"-37.80933869644783, 144.9449545083405",2888,4,1,Private,20210923,38,Pl5144
897,22225,"-37.833745825400406, 144.97945361960683",572,2,1,Council Major,20210923,1462,Domain Road between Domain Street and Hope Street
1037,22747,"-37.83977848117204, 144.98617056697896",1004,1,1,Arterial,20210923,863,Punt Road between Park Place and Park Place
348,22869,"-37.79829224118072, 144.96999416531494",214,3,1,Council Minor,20210923,28,Cl1055 between Rathdowne Street and Citadel Place
902,22242,"-37.83606786009892, 144.982979168573",790,2,1,Council Major,20210923,3867,Leopold Street between Toorak Road and Domain Road
1881,20868,"-37.804323313534276, 144.96103981058977",1008,2,1,Council Major,20210923,3143,Queensberry Street between Bouverie Street and Leicester Street
781,21984,"-37.817495377767216, 144.97999615574633",372,2,1,Council Major,20210923,99,Intersection of Agnes Street and Palmer Street
2375,22816,"-37.79037696963924, 144.92275433908324",1417,3,1,Council Minor,20210923,536,Hardwick Lane between Mawbey Street and Colonial Place
1863,22386,"-37.78173966434376, 144.95975907599475",1041,1,1,Arterial,20210923,1803,Intersection of Royal Parade and Ievers Street
361,20061,"-37.81517202434887, 144.95586601176402",894,3,1,Council Minor,20210923,12,Little Bourke Street between William Street and King Street
1992,20748,"-37.80421662560273, 144.9657902170407",1556,3,1,Council Minor,20210923,23,Cl1045 between Magenta Place and Rush Place
2151,22575,"-37.79652592798514, 144.91940887305432",2038,2,1,Council Major,20210923,926,Fairbairn Drive between Newman Street and Tankard Street
759,22777,"-37.79423394143842, 144.92033821790926",1173,2,1,Council Major,20210923,1813,Westbourne Road between Bayswater Road and The Crescent
729,22885,"-37.78343373157488, 144.9404322619492",1133,12,3,Citylink,20210923,169,Tullamarine Freeway from Flemington Road
767,22491,"-37.811005420666866, 144.9781259398278",778,1,1,Arterial,20210923,898,Intersection of Lansdowne Street and Cathedral Place
31,30047,"-37.80263779962694, 144.93072698079163",117912,4,1,Private,20210923,756,Browns Hill Place
2222,21272,"-37.79587810140227, 144.93517492004358",0,2,1,Council Major,20210923,312,Intersection of Hardiman Street and Bent Street
1129,21420,"-37.808981082781685, 144.95150108910272",353,3,1,Council Minor,20210923,44,Cl0053 from Cl1181
2791,21206,"-37.79793239846756, 144.94912197036228",1263,3,1,Council Minor,20210923,64,Kermodes Lane from Harker Street
917,22260,"-37.834663553857624, 144.9801117156443",562,3,1,Council Minor,20210923,409,Day Street between Millswyn Street and Hope Street
3077,20043,"-37.81201892390214, 144.9593388279854",0,2,1,Council Major,20210923,340,Intersection of Queen Street and Little Lonsdale Street
2564,30680,"-37.83649928745364, 144.97711664833182",3110,4,1,Private,20210923,55,Pl5312
3524,22619,"-37.80960247249351, 144.97615968734442",375,2,1,Council Major,20210923,1535,Albert Street between Gisborne Street and Morrison Place
307,30390,"-37.804715252551475, 144.9513047397592",2943,4,1,Private,20210923,73,Pl5190
3670,22014,"-37.82763431261884, 144.9580609567131",0,1,1,Arterial,20210923,1381,Intersection of Clarendon Street and City Road
1471,22778,"-37.796763494259245, 144.96663857299177",1534,3,1,Council Minor,20210923,156,Ph8023 from Elgin Street
1090,21379,"-37.80617867152506, 144.95170580536293",235,3,1,Council Minor,20210923,38,Cl1573 from Chetwynd Street
2491,30586,"-37.79712709205284, 144.91612811532823",3098,8,1,River,20210923,7781,Maribyrnong River
1858,22372,"-37.79231258961853, 144.95846242582408",1041,1,1,Arterial,20210923,5832,Intersection of Royal Parade and Gatehouse Street
90,30134,"-37.81317061343113, 144.96406677587493",1094,4,1,Private,20210923,166,Staughton Place
138,30199,"-37.815988556084285, 144.9630087761798",631,4,1,Private,20210923,58,Fleming Place
3135,22903,"-37.813834847279644, 144.94327720151227",118679,3,1,Council Minor,20210923,1531,Palmyra Way between Harbour Esplanade and Aquitania Way
2544,30654,"-37.82234961763485, 144.95443852043385",3082,4,1,Private,20210923,439,Little Dock Road
2870,21044,"-37.80134233780794, 144.94378525579722",585,1,1,Arterial,20210923,6144,Dryburgh Street between Queensberry Street and Arden Street
1787,20595,"-37.79600270496638, 144.97422608299283",1092,2,1,Council Major,20210923,2475,Station Street between Palmerston Street and Kay Street
1389,21916,"-37.815792899226814, 144.99018954878082",0,1,1,Arterial,20210923,293,Intersection of Hoddle Street and George Street
1623,20481,"-37.79997843714449, 144.9599018823658",674,2,1,Council Major,20210923,922,Intersection of Barry Street and Grattan Street
3096,20021,"-37.80959971433276, 144.96382183561738",0,2,1,Council Major,20210923,914,Intersection of Swanston Street and La Trobe Street
836,21571,"-37.808678204047354, 144.97851654716314",1151,1,1,Arterial,20210923,782,Intersection of Victoria Parade and Lansdowne Street
2775,21186,"-37.79911198063078, 144.95217483819826",119,3,1,Council Minor,20210923,122,Cl1646 from Mary Street
642,23161,"-37.78932172616325, 144.93143856600167",119713,3,1,Council Minor,20210923,341,CL1767 between Parsons Street and CL0202
2362,21787,"-37.79446422638301, 144.92090595534825",1250,2,1,Council Major,20210923,1364,Flockhart Street between Bayswater Road and The Crescent
3285,20447,"-37.813454773312834, 144.95342725801967",1162,3,1,Council Minor,20210923,276,Warner Lane from Little Lonsdale Street
1818,20563,"-37.798239880414, 144.97037064326312",1024,2,1,Council Major,20210923,4285,Rathdowne Street between Faraday Street and Elgin Street
3351,20373,"-37.81316822185715, 144.96028210934665",546,3,1,Council Minor,20210923,204,Crown Place from Lonsdale Street
1413,21888,"-37.812477271220935, 144.9881841033182",46,3,1,Council Minor,20210923,80,Cl1585 from Simpson Street
959,22288,"-37.83398649386171, 144.98558930625924",1155,2,1,Council Major,20210923,1240,Walsh Street between Domain Road and Acland Street
3918,23264,"-37.82296761380608, 144.93866834655734",120036,3,1,Council Minor,20210923,432,Barring Mews between Lorimer Street and South Wharf Drive
1662,20779,"-37.79662501303467, 144.9736195765469",955,2,1,Council Major,20210923,1929,Palmerston Street between Nicholson Street and Canning Street
2164,22535,"-37.79684643142367, 144.91885179701447",3233,3,1,Council Minor,20210923,152,Goldsbrough Walk between Kirk Street and Balmer Street
968,22298,"-37.83206864000062, 144.9877472854813",1004,1,1,Arterial,20210923,1727,Punt Road between The Righi and Clowes Street
3503,22611,"-37.817338128762856, 144.96019426774382",526,2,1,Council Major,20210923,920,Intersection of Collins Street and Market Street
1299,21454,"-37.808536174668184, 144.94540801639846",0,2,1,Council Major,20210923,887,Intersection of Hawke Street and Adderley Street
934,22239,"-37.83633204867853, 144.98508984814495",1155,2,1,Council Major,20210923,4795,Walsh Street between Toorak Road and Domain Road
1337,21549,"-37.80784924727632, 144.94302570236124",1016,2,1,Council Major,20210923,837,Railway Place between Abbotsford Street and Adderley Street
854,20894,"-37.810124045640144, 144.9809351715032",375,2,1,Council Major,20210923,904,Intersection of Albert Street and Eades Street
4128,22800,"-37.81991081858162, 144.9760916263953",422,3,2,Council Minor,20210923,7,Batman Avenue between Melbourne Park Tramway and Olympic Boulevard
3326,20398,"-37.81788034313481, 144.9612400496088",917,3,1,Council Minor,20210923,153,Moylans Lane from Flinders Lane
3692,22036,"-37.82774709892185, 144.96096492576538",1399,2,1,Council Major,20210923,2862,Moray Street between Hancock Street and Westgate Freeway
2582,30698,"-37.78833973396454, 144.94977765497205",3130,9,1,Rail/Tram,20210923,449,West Coburg Tramway
4175,30895,"-37.82103551541027, 144.95427365675152",3224,6,1,Lease/Reserve,20210923,1207,
3643,22145,"-37.82381598702483, 144.92532356581896",1380,2,1,Council Major,20210923,6623,Turner Street between Douglas Street and Hall Street
2778,21190,"-37.797942688079964, 144.95125299053092",922,2,1,Council Major,20210923,2857,Murphy Street between Flemington Road and Errol Street
3882,23233,"-37.821477106691916, 144.95637065684963",119776,6,1,Lease/Reserve,20210923,971,Rebecca Walk between Spencer Street and King Street
3625,22182,"-37.82442594349438, 144.9604410472924",1009,2,1,Council Major,20210923,6532,Queens Bridge Street between Power Street and Kings Way
2958,21252,"-37.79317427983036, 144.94552686455106",1232,3,1,Council Minor,20210923,63,De Gruchys Lane from Dryburgh Street
2232,21282,"-37.79660579129204, 144.93405434400947",504,2,1,Council Major,20210923,335,Intersection of Chelmsford Street and Barrett Street
1427,21874,"-37.812413247605, 144.99077629146464",0,1,1,Arterial,20210923,416,Intersection of Hoddle Street and Grey Street
1967,20773,"-37.79311296847006, 144.96669141429152",497,1,1,Arterial,20210923,9149,Cemetery Road East between College Crescent and Lygon Street
777,21988,"-37.81720487459693, 144.9812578458655",501,2,1,Council Major,20210923,879,Charles Street between Palmer Street and Wellington Parade South
2196,21834,"-37.7961522020715, 144.92171581772354",3169,3,2,Council Minor,20210923,1038,Leicester Mews from Mercantile Parade
2735,21126,"-37.800480804808196, 144.95463849484673",1212,3,1,Council Minor,20210923,160,Brightside Place from Wreckyn Street
189,23340,"-37.8056689766661, 144.96109445369822",379,3,1,Council Minor,20210923,215,Alma Place from Bouverie Street
551,22989,"-37.79060589882166, 144.92822078174282",119656,2,1,Council Major,20210923,585,Coote Street between McConnell Street and McCracken Street
2165,22537,"-37.79702729457925, 144.91934103456305",3238,2,1,Council Major,20210923,859,Balmer Street between Fairbairn Drive and Hobsons Road
1184,22650,"-37.80976531390511, 144.9611037282138",599,2,1,Council Major,20210923,305,Intersection of Elizabeth Street and Little La Trobe Street
1692,20681,"-37.800668462140756, 144.97127546857635",117762,3,1,Council Minor,20210923,100,Austin Place from Carlton Street
2602,30721,"-37.80781989146991, 144.97231525057077",1151,9,1,Rail/Tram,20210923,915,Victoria Parade
3957,23294,"-37.82001910110974, 144.94186256242037",120088,3,1,Council Minor,20210923,781,Waterside Place between Bourke Street and Victoria Harbour Promenade
906,22247,"-37.835087920132935, 144.98138776022026",1437,3,1,Council Minor,20210923,603,St Martins Place from St Martins Lane
1731,20642,"-37.79241000345855, 144.96909270914364",999,1,1,Arterial,20210923,1616,Princes Street between Drummond Street and Lygon Street
166,30227,"-37.79433796072843, 144.97400573437156",3047,4,1,Private,20210923,27,Pl5276
639,23157,"-37.789262810849856, 144.93325655040212",119722,3,1,Council Minor,20210923,599,CL0185 between Nottingham Street and Collett Street
3117,22445,"-37.82218008315088, 144.9536595940514",1072,3,1,Council Minor,20210923,2312,Siddeley Street between Spencer Street and Wurundjeri Way
1294,21449,"-37.8080782174268, 144.94351946858163",367,2,1,Council Major,20210923,1225,Abbotsford Street between Railway Place and Adderley Street
2311,21737,"-37.799044483312386, 144.9264416872352",947,2,1,Council Major,20210923,2513,Ormond Street between Altona Street and Childers Street
2875,21048,"-37.8002436292266, 144.94330733437104",395,2,1,Council Major,20210923,719,Intersection of Arden Street and Munster Terrace
962,22291,"-37.83211921714136, 144.98732510264384",117911,3,1,Council Minor,20210923,557,Vinebank Lane between The Righi and Cl1553
3217,20226,"-37.810406214106486, 144.97095443813348",1003,3,2,Council Minor,20210923,536,Punch Lane from Little Bourke Street
1249,21479,"-37.80977477320591, 144.94836489745782",1038,2,1,Council Major,20210923,5586,Rosslyn Street between Adderley Street and Spencer Street
296,30378,"-37.80414174438875, 144.94902023914278",2883,4,1,Private,20210923,137,Pl5333
3378,20345,"-37.81479726899431, 144.9601085235868",435,3,1,Council Minor,20210923,158,Benjamin Lane from Bourke Street
1234,21639,"-37.8087363281013, 144.96063082903993",599,2,1,Council Major,20210923,3082,Elizabeth Street between A'Beckett Street and Franklin Street
3853,30808,"-37.81221102121229, 144.9375372374602",119757,4,1,Private,20210923,524,Star Circus
3912,23258,"-37.82256887905811, 144.93804167936807",120031,2,1,Council Major,20210923,165,Intersection of South Wharf Drive and Foundry Way
913,22256,"-37.83652041284877, 144.98138877683692",829,3,1,Council Minor,20210923,306,Little Park Street between Park Street and Mason Street
382,22935,"-37.77789608734719, 144.93893553832632",119260,3,1,Council Minor,20210923,728,Auckland Lane from Cade Way
487,23069,"-37.79210350958368, 144.93137619371961",119633,2,1,Council Major,20210923,2954,Rankins Road between Smith Street and Robertson Street
3499,20117,"-37.817650160348286, 144.95911468976954",0,2,1,Council Major,20210923,903,Intersection of William Street and Collins Street
1051,22761,"-37.84774566423197, 144.9799211725784",1056,1,1,Arterial,20210923,686,Intersection of St Kilda Road and Moubray Street
193,30259,"-37.803673200383386, 144.966878607312",1554,4,1,Private,20210923,14,Pl5060
1815,20566,"-37.79630890021213, 144.97070622610136",0,2,1,Council Major,20210923,902,Intersection of Rathdowne Street and Palmerston Street
2732,21123,"-37.800117074605446, 144.95559719107828",632,1,1,Arterial,20210923,5429,Flemington Road between Blackwood Street and Wreckyn Street
2612,20914,"-37.80124243296287, 144.9529195829157",0,2,1,Council Major,20210923,2150,Intersection of Arden Street and Courtney Street
1098,21387,"-37.80712882469468, 144.95380386543138",1038,2,1,Council Major,20210923,1546,Rosslyn Street between William Street and Howard Street
3870,30652,"-37.82357498950748, 144.95387388623234",3094,8,1,River,20210923,28862,Yarra River
518,23096,"-37.78845497219692, 144.92401848424024",1078,1,1,Arterial,20210923,6852,Smithfield Road between Racecourse Road and Epsom Road
1817,20564,"-37.79747896872878, 144.97050427161275",0,2,1,Council Major,20210923,926,Intersection of Rathdowne Street and Elgin Street
1145,21486,"-37.81058243669306, 144.950232543091",1086,1,1,Arterial,20210923,2397,Spencer Street between Batman Street and Dudley Street
1575,20533,"-37.798675309736154, 144.96728367847948",0,2,1,Council Major,20210923,934,Intersection of Lygon Street and Faraday Street
1341,22489,"-37.82118145006973, 144.98923919264047",1004,1,1,Arterial,20210923,6451,Punt Road between Brunton Avenue and Vale Street South
690,30788,"-37.79206854949905, 144.92842754882062",120027,4,1,Private,20210923,12,PL5388
3318,20406,"-37.8136840759052, 144.9551941876473",872,3,1,Council Minor,20210923,345,Manton Lane between Little Lonsdale Street and Lonsdale Street
1924,20824,"-37.795610180349854, 144.9652569188337",1536,3,1,Council Minor,20210923,31,Cl1124 from Palmerston Place
3996,30837,"-37.81834308475982, 144.97624441967258",118878,9,2,Rail/Tram,20210923,512,William Barak Bridge
2069,22352,"-37.79442084147395, 144.95694121864224",0,2,1,Council Major,20210923,405,Intersection of Bayles Street and Fitzgibbon Street
3313,20412,"-37.81488075904275, 144.95548424957084",1265,3,1,Council Minor,20210923,427,Brown Alley between Little Bourke Street and Lonsdale Street
1644,20460,"-37.801145508561845, 144.96095559357934",786,2,1,Council Major,20210923,2268,Leicester Street between Pelham Street and Grattan Street
2763,21174,"-37.79977672378011, 144.9495185263212",618,3,1,Council Minor,20210923,245,Falshaws Lane between Harris Street and O'Shanassy Street
1939,20808,"-37.8008724313647, 144.96508760675346",53,3,1,Council Minor,20210923,75,Cl1310 from Cardigan Street
4112,21287,"-37.79504936473355, 144.93558353634452",847,2,1,Council Major,20210923,1048,Macaulay Road between Langford Street and Bent Street
3591,22609,"-37.818978993264984, 144.9467764114691",455,2,1,Council Major,20210923,1934,Intersection of Harbour Esplanade and Bourke Street
754,22836,"-37.796040651859464, 144.9155227027192",117854,3,2,Council Minor,20210923,145,Stock Bridge from Hobsons Road
3254,20108,"-37.814408175655096, 144.97023995600807",526,2,1,Council Major,20210923,6075,Collins Street between Exhibition Street and Russell Street
410,30762,"-37.81859860641669, 144.95121489765842",3224,9,1,Rail/Tram,20210923,1627,Southern Cross Railway
249,30327,"-37.80097585161082, 144.94337025700898",2992,4,1,Private,20210923,6,Pl5233
3767,22114,"-37.830296010618916, 144.96775252527758",1356,3,1,Council Minor,20210923,415,Wells Place from Dodds Street
1616,20488,"-37.80109814388085, 144.9638582612096",1114,2,1,Council Major,20210923,3627,Swanston Street between Lincoln Square North and Grattan Street
69,30107,"-37.81759543356971, 144.96111331595202",917,4,1,Private,20210923,86,Moylans Lane
750,22797,"-37.79179744281881, 144.92158098821236",1438,2,1,Council Major,20210923,259,Intersection of Stockmans Way and Watkins Way
1560,20685,"-37.79606915240566, 144.96848787229547",955,2,1,Council Major,20210923,3021,Palmerston Street between Drummond Street and Lygon Street
1635,20469,"-37.800262330888515, 144.9625054492948",674,2,1,Council Major,20210923,911,Intersection of Bouverie Street and Grattan Street
2873,21192,"-37.797443833930465, 144.94782859700936",905,2,1,Council Major,20210923,7885,Molesworth Street between Harker Street and Abbotsford Street
1412,21889,"-37.812954303246954, 144.98807138637937",3240,3,1,Council Minor,20210923,92,William Crook Place from Simpson Street
756,22852,"-37.793400896109965, 144.91699079447935",117904,3,1,Council Minor,20210923,1524,Rourke Lane between Stockmans Way and Smithfield Road
2347,21772,"-37.790939792844284, 144.92365226592736",1408,3,1,Council Minor,20210923,701,Coopers Lane from Woodruff Street
1839,21555,"-37.80082157051791, 144.96767268745884",674,2,1,Council Major,20210923,3034,Grattan Street between Drummond Street and Lygon Street
743,30730,"-37.81052330544359, 144.9664141256714",117925,4,1,Private,20210923,510,Artemis Lane
1266,21345,"-37.80531220369196, 144.94643129472024",1432,3,1,Council Minor,20210923,658,Silk Place between Abbotsford Street and Curzon Street
2812,20901,"-37.796345200561795, 144.9399447623193",0,1,1,Arterial,20210923,846,Intersection of MacAulay Road and Gracie Street
2332,21757,"-37.79409851614423, 144.92524721590334",139,3,1,Council Minor,20210923,755,Cl1674 from Cl0534
2919,21213,"-37.7962714838573, 144.94280838874442",117777,3,1,Council Minor,20210923,157,Shiel Place from Shiel Street
1399,21906,"-37.81442114156914, 144.98818006808",0,2,1,Council Major,20210923,915,Intersection of Simpson Street and Hotham Street
3958,23293,"-37.82034626885405, 144.94200736307687",455,2,1,Council Major,20210923,3713,Bourke Street between Cumberland Street and Collins Street
3235,20196,"-37.814762283311346, 144.97460574479513",1088,2,1,Council Major,20210923,2865,Spring Street between Flinders Street and Flinders Lane
3469,20165,"-37.81478222956103, 144.96340443379648",599,2,1,Council Major,20210923,2774,Elizabeth Street between Little Collins Street and Bourke Street
120,30177,"-37.81155749923542, 144.97110055381594",2864,4,1,Private,20210923,11,Pl5122
2063,22346,"-37.794728344694654, 144.95535712816306",956,2,1,Council Major,20210923,4547,Park Drive between Morrah Street and Bayles Street
2592,30710,"-37.77924440995588, 144.95941293730235",3122,4,1,Private,20210923,203,Pl5324
3015,20055,"-37.81289415164875, 144.9639675989687",809,2,1,Council Major,20210923,2148,Little Bourke Street between Swanston Street and Elizabeth Street
3985,22001,"-37.81845766997294, 144.97882243451076",468,1,2,Arterial,20210923,21,Brunton Avenue between Punt Road and Jolimont Road
1188,22654,"-37.81139920210786, 144.95342614968789",0,1,1,Arterial,20210923,602,Intersection of King Street and Jeffcott Street
4066,30063,"-37.81106410481006, 144.92953539073667",119763,5,1,Port Roads,20210923,6591,Mullaly Close
2325,21750,"-37.795932146583226, 144.92455000172097",0,2,1,Council Major,20210923,311,Intersection of Kensington Road and Altona Street
3433,20218,"-37.81912126120636, 144.9618001255439",636,2,1,Council Major,20210923,3722,Flinders Street between Queen Street and Market Street
3748,22098,"-37.83000861656124, 144.9692123596759",1352,2,3,Council Major,20210923,1470,Wells Street between Coventry Street and Dorcas Street
