street_marker,RequestTime,tripDistance,aim_marker,lon,lat
A773,2,16800.0,A1773,-73.79122924804686,40.64596557617188
A774,2,5090.0,A1774,-73.94876098632812,40.81351089477539
A775,2,2490.0,A1775,-74.0045166015625,40.73772048950195
A776,2,11900.0,A1776,-73.78999328613281,40.64699172973633
A777,2,3540.0,A1777,-73.98203277587889,40.75237274169922
A778,2,2270.0,A1778,-73.99660491943358,40.7534294128418
A779,2,7800.0,A1779,-74.01009368896483,40.7187385559082
A780,2,2300.0,A1780,-73.9927978515625,40.7524871826172
A781,2,2870.0,A1781,-73.98727416992188,40.76024627685546
A782,2,2700.0,A1782,-73.99358367919923,40.762222290039055
A783,2,1860.0,A1783,-73.98171997070312,40.764591217041016
A784,2,9800.0,A1784,-73.94813537597656,40.711231231689446
A785,2,850.0,A1785,-73.96823120117188,40.755409240722656
A786,2,7030.0,A1786,-73.96705627441406,40.709819793701165
A787,2,700.0,A1787,-73.95675659179686,40.771610260009766
A788,2,6800.0,A1788,-73.98056793212889,40.76471710205078
A789,2,800.0,A1789,-73.98269653320312,40.7310905456543
A790,2,1690.0,A1790,-74.00110626220702,40.73672103881836
A791,2,1600.0,A1791,-73.9846420288086,40.74266052246094
A792,2,1520.0,A1792,-74.00555419921875,40.7406120300293
A793,2,7000.0,A1793,-73.9832534790039,40.72223281860352
A794,2,1100.0,A1794,-73.97037506103516,40.75621032714844
A795,2,1900.0,A1795,-73.96949005126953,40.7574462890625
A796,2,10730.0,A1796,-73.87110137939453,40.77389144897461
A797,2,400.0,A1797,-74.00867462158203,40.7420654296875
A798,2,250.0,A1798,-73.98789215087889,40.743873596191406
A799,2,3800.0,A1799,-74.01042938232422,40.71046829223633
A800,2,1920.0,A1800,-74.0011978149414,40.73659896850586
A801,2,1400.0,A1801,-73.98387145996092,40.72932052612305
A802,2,1700.0,A1802,-73.96426391601561,40.760772705078125
A803,2,3700.0,A1803,-73.95238494873048,40.77717208862305
A804,2,80.0,A1804,-73.97344970703125,40.75276184082031
A805,2,700.0,A1805,-73.98834991455078,40.75925827026367
A806,2,1500.0,A1806,-73.97848510742188,40.75915145874024
A807,2,570.0,A1807,-73.99210357666014,40.72576141357422
A808,2,1200.0,A1808,-73.95368957519531,40.77518844604492
A809,2,1800.0,A1809,-73.98834991455078,40.745880126953125
A810,2,1300.0,A1810,-74.00585174560547,40.74021911621094
A811,2,8100.0,A1811,-73.87269592285155,40.774192810058594
A812,2,3620.0,A1812,-73.97327423095702,40.7526969909668
A813,2,1270.0,A1813,-73.98368072509764,40.743900299072266
A814,2,1160.0,A1814,-73.97586059570312,40.75191879272461
A815,2,2400.0,A1815,-73.98819732666014,40.72016143798828
A816,2,1600.0,A1816,-73.98145294189453,40.76875686645508
A817,2,5000.0,A1817,-73.95687866210938,40.77235794067384
A818,2,2620.0,A1818,-73.97286224365233,40.74847412109375
A819,2,2230.0,A1819,-73.97592163085938,40.743900299072266
A820,2,1380.0,A1820,-73.98654174804686,40.72219467163086
A821,2,6310.0,A1821,-73.97483825683594,40.79072189331056
A822,2,5010.0,A1822,-73.98809814453125,40.76409912109375
A823,2,1200.0,A1823,-73.99647521972656,40.723731994628906
A824,2,800.0,A1824,-73.99432373046875,40.73555374145508
A825,2,5070.0,A1825,-73.98248291015625,40.756717681884766
A826,2,870.0,A1826,-73.9925765991211,40.74535751342773
A827,2,4900.0,A1827,-73.9910888671875,40.76057052612305
A828,2,3340.0,A1828,-73.97189331054686,40.75136184692384
A829,2,2750.0,A1829,-73.99478912353516,40.750347137451165
A830,2,4800.0,A1830,-73.97761535644531,40.784217834472656
A831,2,10400.0,A1831,-73.95230865478516,40.777000427246094
A832,2,900.0,A1832,-73.9871826171875,40.72182083129882
A833,2,1100.0,A1833,-73.99797821044923,40.714454650878906
A834,2,1140.0,A1834,-73.99101257324217,40.7510986328125
A835,2,3480.0,A1835,-73.99149322509764,40.75014877319336
A836,2,2560.0,A1836,-73.98759460449217,40.72128677368164
A837,2,1300.0,A1837,-74.00565338134764,40.73761367797852
A838,2,6010.0,A1838,-73.92970275878906,40.74517822265625
A839,2,2400.0,A1839,-73.98204803466798,40.775100708007805
A840,2,2000.0,A1840,-74.00831604003906,40.74044036865234
A841,2,11830.0,A1841,-73.99259185791014,40.73067855834961
A842,2,1780.0,A1842,-73.99285888671875,40.72441101074219
A843,2,1390.0,A1843,-73.99472045898438,40.690338134765625
A844,2,400.0,A1844,-73.99152374267578,40.72965240478516
A845,2,3470.0,A1845,-73.98944854736328,40.73004150390625
A846,2,8000.0,A1846,-73.96583557128906,40.71356964111328
A847,2,5440.0,A1847,-73.91988372802734,40.75931930541992
A848,2,3500.0,A1848,-73.98182678222656,40.77822494506836
A849,2,600.0,A1849,-73.99209594726561,40.725940704345696
A850,2,1610.0,A1850,-73.95907592773438,40.80955123901367
A851,2,1100.0,A1851,-73.98836517333984,40.76412963867188
A852,2,720.0,A1852,-73.9871597290039,40.729400634765625
A853,2,810.0,A1853,-74.00916290283203,40.72597885131836
A854,2,600.0,A1854,-73.95658111572266,40.77138519287109
A855,2,2600.0,A1855,-73.98062896728516,40.74764251708984
A856,2,1570.0,A1856,-74.00511169433594,40.71955490112305
A857,2,4600.0,A1857,-73.98410034179686,40.75558090209961
A858,2,1170.0,A1858,-73.99608612060547,40.72415542602539
A859,2,2600.0,A1859,-73.98707580566406,40.72508239746094
A860,2,1000.0,A1860,-73.99038696289062,40.760841369628906
A861,2,1800.0,A1861,-73.97400665283203,40.7519416809082
A862,2,1900.0,A1862,-73.9822540283203,40.76858139038086
A863,2,2200.0,A1863,-74.00001525878906,40.730571746826165
A864,2,3620.0,A1864,-73.95536804199219,40.690860748291016
A865,2,2400.0,A1865,-73.97757720947266,40.76594543457031
A866,2,4100.0,A1866,-73.99732208251953,40.72187042236328
A867,2,4200.0,A1867,-73.97870635986328,40.77824020385742
A868,2,7700.0,A1868,-73.88526916503906,40.77304458618164
A869,2,1800.0,A1869,-73.99468994140625,40.75017547607422
A870,2,2210.0,A1870,-73.9552993774414,40.76393127441406
A871,2,2300.0,A1871,-73.99226379394531,40.71522521972656
A872,2,900.0,A1872,-73.98899841308595,40.74385452270508
A873,2,19610.0,A1873,-73.7766876220703,40.6453514099121
A874,2,1400.0,A1874,-73.97135162353516,40.75126647949219
A875,2,2700.0,A1875,-73.96666717529298,40.804492950439446
A876,2,400.0,A1876,-73.9886016845703,40.74889755249024
A877,2,1900.0,A1877,-74.00126647949219,40.73645782470703
A878,2,1160.0,A1878,-73.93052673339844,40.80862808227539
A879,2,1000.0,A1879,-73.98908233642578,40.716827392578125
A880,2,3800.0,A1880,-73.9992446899414,40.744171142578125
A881,2,800.0,A1881,-73.97705841064453,40.7412338256836
A882,2,2000.0,A1882,-73.9851837158203,40.75979232788086
A883,2,9300.0,A1883,-73.99160766601561,40.72683334350586
A884,2,800.0,A1884,-73.96118927001953,40.8118553161621
A885,2,5480.0,A1885,-73.99469757080078,40.69487762451172
A886,2,1900.0,A1886,-73.991943359375,40.73786926269531
A887,2,2960.0,A1887,-73.9941177368164,40.74114990234375
A888,2,6500.0,A1888,-73.9356689453125,40.79556655883789
A889,2,1180.0,A1889,-73.99391174316406,40.74121856689453
A890,2,650.0,A1890,-73.99346923828125,40.76047134399414
A891,2,2120.0,A1891,-74.00135040283203,40.7360954284668
A892,2,9030.0,A1892,-74.001953125,40.729976654052734
A893,2,3700.0,A1893,-73.99991607666014,40.726856231689446
A894,2,5000.0,A1894,-73.9876937866211,40.74398040771485
A895,2,1900.0,A1895,-73.99317169189453,40.72014999389648
A896,2,2200.0,A1896,-73.98820495605469,40.75919723510742
A897,2,3310.0,A1897,-73.98299407958984,40.73054122924805
A898,2,4360.0,A1898,-73.98480987548828,40.736377716064446
A899,2,7800.0,A1899,-73.99137115478516,40.750164031982415
A900,2,3520.0,A1900,-73.99083709716798,40.76082229614258
A901,2,1770.0,A1901,-73.95075225830078,40.77660369873047
A902,2,1200.0,A1902,-73.96757507324217,40.75635147094727
A903,2,6200.0,A1903,-73.9881591796875,40.75698471069336
A904,2,10510.0,A1904,-73.86176300048828,40.76680374145508
A905,2,1800.0,A1905,-73.99205017089844,40.7258415222168
A906,2,6860.0,A1906,-73.98589324951173,40.72684860229492
A907,2,12230.0,A1907,-73.96247100830078,40.7589111328125
A908,2,1900.0,A1908,-73.9851837158203,40.76384735107422
A909,2,18560.0,A1909,-73.79019165039062,40.64680862426758
A910,2,13200.0,A1910,-73.8728256225586,40.77411651611328
A911,2,480.0,A1911,-73.99565887451173,40.72663879394531
A912,2,7910.0,A1912,-73.97125244140625,40.75820159912109
A913,2,6960.0,A1913,-73.8738021850586,40.773807525634766
A914,2,2670.0,A1914,-73.97982788085938,40.75537872314453
A915,2,3400.0,A1915,-73.9541015625,40.788101196289055
A916,2,3200.0,A1916,-73.98587036132812,40.75773620605469
A917,2,10200.0,A1917,-73.95423126220702,40.76406478881836
A918,2,1400.0,A1918,-73.96981048583984,40.75722885131836
A919,2,2500.0,A1919,-73.9612808227539,40.806251525878906
A920,2,3560.0,A1920,-73.9812774658203,40.78097152709961
A921,2,1800.0,A1921,-73.9544906616211,40.7779426574707
A922,2,5990.0,A1922,-73.99932098388672,40.72826385498047
A923,2,2180.0,A1923,-74.00593566894531,40.73593521118164
A924,2,830.0,A1924,-74.00723266601561,40.72822952270508
A925,2,2190.0,A1925,-73.97657775878906,40.76519775390625
A926,2,2690.0,A1926,-73.95699310302734,40.76641082763672
A927,2,2680.0,A1927,-73.95368957519531,40.7440185546875
A928,2,4300.0,A1928,-74.01348114013672,40.708641052246094
A929,2,430.0,A1929,-73.98845672607422,40.74861526489258
A930,2,1100.0,A1930,-73.9950180053711,40.7280158996582
A931,2,10000.0,A1931,-73.86590576171875,40.77143478393555
A932,2,600.0,A1932,-73.98897552490233,40.721588134765625
A933,2,2100.0,A1933,-73.97332763671875,40.756324768066406
A934,2,2650.0,A1934,-73.98641204833984,40.72238159179688
A935,2,1260.0,A1935,-73.98773956298828,40.73810958862305
A936,2,600.0,A1936,-73.96379089355469,40.797977447509766
A937,2,2100.0,A1937,-73.9808349609375,40.75043487548828
A938,2,10980.0,A1938,-73.87097930908203,40.77381896972656
A939,2,13150.0,A1939,-73.9994125366211,40.726806640625
A940,2,2009.9999999999998,A1940,-73.98737335205078,40.72897720336913
A941,2,870.0,A1941,-73.98716735839844,40.738895416259766
A942,2,900.0,A1942,-73.97209930419923,40.786670684814446
A943,2,3500.0,A1943,-74.0006332397461,40.73080825805664
A944,2,16900.0,A1944,-73.7766876220703,40.64523696899414
A945,2,1100.0,A1945,-74.005859375,40.720191955566406
A946,2,2130.0,A1946,-73.98963928222656,40.76046752929688
A947,2,600.0,A1947,-73.97799682617188,40.74177169799805
A948,2,1430.0,A1948,-73.97725677490233,40.74296188354492
A949,2,10000.0,A1949,-73.99270629882812,40.7240104675293
A950,2,600.0,A1950,-73.99657440185547,40.76333999633789
A951,2,4200.0,A1951,-73.97578430175781,40.758819580078125
A952,2,1800.0,A1952,-74.00299072265625,40.71818542480469
A953,2,940.0,A1953,-73.98284912109375,40.769241333007805
A954,2,1000.0,A1954,-73.9822006225586,40.774429321289055
A955,2,1030.0,A1955,-74.0011215209961,40.731388092041016
A956,2,2300.0,A1956,-73.98704528808595,40.72250747680664
A957,2,2009.9999999999998,A1957,-73.9729766845703,40.74898910522461
A958,2,2610.0,A1958,-73.98960876464844,40.73981857299805
A959,2,3430.0,A1959,-73.96131134033203,40.760589599609375
A960,2,1800.0,A1960,-74.00475311279298,40.74179458618164
A961,2,3420.0,A1961,-73.98584747314453,40.72285842895508
A962,2,3500.0,A1962,-73.95669555664062,40.73356628417969
A963,2,1590.0,A1963,-73.9865493774414,40.76678085327149
A964,2,800.0,A1964,-73.96240234375,40.68059158325195
A965,2,580.0,A1965,-73.95466613769531,40.786426544189446
A966,2,5660.0,A1966,-73.94905853271484,40.78165817260742
A967,2,6800.0,A1967,-73.95370483398438,40.77520751953125
A968,2,340.0,A1968,-73.9920883178711,40.753902435302734
A969,2,2500.0,A1969,-73.99674987792967,40.7425537109375
A970,2,1000.0,A1970,-73.99131011962889,40.723899841308594
A971,2,3050.0,A1971,-73.98066711425781,40.74681854248047
A972,2,1570.0,A1972,-74.00836181640625,40.72591018676758
A973,2,840.0,A1973,-73.99308013916014,40.7415771484375
A974,2,1640.0,A1974,-74.00166320800781,40.73076629638672
A975,2,1520.0,A1975,-73.99273681640625,40.747928619384766
A976,2,4900.0,A1976,-73.9854736328125,40.76327896118164
A977,2,2420.0,A1977,-73.9918441772461,40.74542236328125
A978,2,1120.0,A1978,-73.97512817382812,40.75239944458008
A979,2,3300.0,A1979,-73.9783477783203,40.76673126220703
A980,2,1080.0,A1980,-73.985595703125,40.74411010742188
A981,2,2380.0,A1981,-74.00141143798828,40.735939025878906
A982,2,5510.0,A1982,-74.01056671142578,40.701908111572266
A983,2,1750.0,A1983,-73.9756317138672,40.74435043334961
A984,2,1400.0,A1984,-73.98648071289062,40.74604415893555
A985,2,700.0,A1985,-74.00736236572266,40.733009338378906
A986,2,1000.0,A1986,-73.98570251464844,40.719287872314446
A987,2,870.0,A1987,-73.95863342285155,40.76873016357422
A988,2,1090.0,A1988,-73.98921203613281,40.73664474487305
A989,2,3670.0,A1989,-73.94794464111328,40.774707794189446
A990,2,3550.0,A1990,-73.9835205078125,40.72291946411133
A991,2,950.0,A1991,-73.98792266845702,40.7377815246582
A992,2,1100.0,A1992,-73.95274353027344,40.798439025878906
A993,2,11670.0,A1993,-74.00047302246092,40.72875595092773
A994,2,1200.0,A1994,-73.99352264404298,40.7457160949707
A995,2,2900.0,A1995,-74.01404571533203,40.70806503295898
A996,2,2650.0,A1996,-73.9825668334961,40.7304801940918
A997,2,3100.0,A1997,-73.96381378173827,40.765380859375
A998,2,3740.0,A1998,-73.99101257324217,40.716590881347656
A999,2,2300.0,A1999,-73.98104095458984,40.78450012207031
